"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"AK021444","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","25009386","details","","","","",""
"AK025180","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","26463626","details","","","","",""
"AK027294","colorectal cancer","qPCR, RNAi, Western blot etc.","down-regulated","","","","26820130","details","","","","",""
"AK123657","colorectal cancer","Microarray, qPCR, RNAi etc.","down-regulated","","","","24809982","details","","","","",""
"AK307796","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","26463626","details","","","","",""
"AK307796","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","25009386","details","","","","",""
"ANCR","colorectal cancer","qPCR, RNAi, Western blot, RNA pull-down assay etc.","up-regulated","","","","27983539","details","","","","",""
"ANRIL","colorectal cancer","qPCR, Luciferase reporter assay, other","up-regulated","","","","30279206","details","","","","",""
"ANRIL","colon cancer","qPCR, RNAi, Western blot, ChIP, Luciferase reporter assay, Cell proliferation assay etc.","up-regulated","","","","23416462","details","","","","",""
"ANRIL","colorectal cancer","qPCR, RNAi etc.","up-regulated","","","","26708220","details","","","","",""
"ANRIL","colorectal cancer","qPCR, RNAi, Western blot, Northern blot etc.","up-regulated","","","","27286457","details","","","","",""
"ANRIL","colorectal cancer","qPCR, RNAi etc.","up-regulated","","","","27314206","details","","","","",""
"AP002754.2","colorectal cancer","qRT-PCR","up-regulated","","","","32127356","details","","","","",""
"AP003555.2","colorectal cancer","qRT-PCR","up-regulated","","","","31824849","details","","","","",""
"AP006284.1","colorectal cancer","qRT-PCR","up-regulated","","","","31824849","details","","","","",""
"ARAP1-AS1","colorectal cancer","qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.","up-regulated","","","","31173500","details","","","","",""
"ASlnc07322","colon cancer","RT-PCR, ChIP-PCR","up-regulated","","","","31739210","details","","","","",""
"AWPPH","colon cancer","qPCR, Western blot, other","up-regulated","","","","31423271","details","","","","",""
"B3GALT5-AS1","colorectal cancer","qPCR etc","down-regulated","","","","32207329","details","","","","",""
"B3GALT5-AS1","colon cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","down-regulated","","","","30530918","details","","","","",""
"B4GALT1-AS1","colon cancer","RNA-seq","up-regulated","","","","30912138","details","","","","",""
"BA318C17.1","colorectal cancer","qPCR, STS-PCR, ISH etc.","down-regulated","","","","16110499","details","","","","",""
"BACE1-AS","colon cancer","qPCR etc.","down-regulated","","","","25078450","details","","","","",""
"BANCR","colorectal cancer","qPCR, Western blot, Luciferase assay","up-regulated","","","","30144787","details","","","","",""
"BANCR","colorectal cancer","qPCR etc.","up-regulated","","","","28969673","details","","","","",""
"BANCR","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","27591862","details","","","","",""
"BANCR","colorectal cancer","qPCR, RNAi, Cell transfection, Western blot, Luciferase reporter assay, Flow cytometry assay, Cell proliferation assay etc.","up-regulated","","","","26296467","details","","","","",""
"BANCR","colorectal cancer","qPCR, Western blot etc.","up-regulated","","","","25013510","details","","","","",""
"BANCR","colorectal cancer","qPCR, RNAi, Western blot etc.","down-regulated","","","","25928067","details","","","","",""
"BBOX1-AS1","colorectal cancer","RT-qPCR, Western bolt","up-regulated","","","","31984680","details","","","","",""
"BC0209135","colorectal cancer","qPCR, Western blot","down-regulated","","","","29949151","details","","","","",""
"BC029135","colorectal cancer","qPCR, Western blot, etc.","down-regulated","","","","29949151","details","","","","",""
"BC032913","colorectal cancer","Microarray, qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","28918047","details","","","","",""
"BC200","colon cancer","qPCR, Western blot etc.","up-regulated","","","","29625226","details","","","","",""
"BCAR4","colorectal cancer","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","30962766","details","","","","",""
"BCAR4","colorectal cancer","qPCR etc.","up-regulated","","","","27596298","details","","","","",""
"BCYRN1","colorectal cancer","qPCR, Western blot etc","up-regulated","","","","31773686","details","","","","",""
"BCYRN1","colorectal cancer","Microarray, qPCR, Western blot","up-regulated","","","","30114690","details","","","","",""
"BDNF-AS","colorectal cancer","qRT-PCR, Western blotting, RIP etc.","down-regulated","","","","31062382","details","","","","",""
"BFAL1","colorectal cancer","qPCR","up-regulated","","","","31515468","details","","","","",""
"BLACAT1","colorectal cancer","qPCR, Western blot, RIP","differential expression","","","","31558855","details","","","","",""
"BLACAT1","colorectal cancer","qPCR, RNAi, Western blot, RIP, ChIP, Flow cytometry assay, Cell proliferation assay etc.","up-regulated","","","","28277544","details","","","","",""
"BLACAT1","colorectal cancer","qPCR","up-regulated","","","","28406230","details","","","","",""
"BLACAT2","colorectal cancer","qPCR, other","up-regulated","","","","31423277","details","","","","",""
"BORG","colorectal cancer","RT-qPCR, Western blot analysis","up-regulated","","","","31937750","details","","","","",""
"BX357664","colorectal cancer","qPCR, Western blot","down-regulated","","","","29844809","details","","","","",""
"BX357664","colorectal cancer","qPCR, western blot etc.","down-regulated","","","","29844809","details","","","","",""
"BX648207","colorectal cancer","Microarray, qPCR, RNAi etc.","down-regulated","","","","24809982","details","","","","",""
"BX649059","colorectal cancer","Microarray, qPCR, RNAi etc.","down-regulated","","","","24809982","details","","","","",""
"C20orf200","colon cancer","Microarray, qPCR, RNA pull-down assay etc.","down-regulated","","","","27821766","details","","","","",""
"CA3-AS1","colorectal cancer","RT-PCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","30415006","details","","","","",""
"CACNA1G-AS1","colorectal cancer","qRT-PCR, Western blot, RIP","up-regulated","","","","31957825","details","","","","",""
"CACS15","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","30639170","details","","","","",""
"CAHM","colorectal cancer","qPCR, MSP-PCR etc.","down-regulated","","","","24799664","details","","","","",""
"CALIC","colon cancer","RNA-seq, qPCR, RIP","up-regulated","","","","31353791","details","","","","",""
"CASC11","colorectal cancer","qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, Flow cytometry assay, Cell proliferation assay etc.","up-regulated","","","","27012187","details","","","","",""
"CASC19","colorectal cancer","qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31011255","details","","","","",""
"CASC19","colorectal cancer","qPCR","up-regulated","","","","29338818","details","","","","",""
"CASC2","colorectal cancer","qRT-PCR , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31173223","details","","","","",""
"CASC2","Colorectal Cancer","qPCR, Western blot, in vitro knockdown, RIP, etc.","down-regulated","","","","30681073","details","","","","",""
"CASC2","colorectal cancer","qPCR, Luciferase reporter assay","down-regulated","","","","29456985","details","","","","",""
"CASC2","colorectal cancer","qPCR, Flow cytometry assay, Cell proliferation assay etc.","down-regulated","","","","27198161","details","","","","",""
"CASC21","colorectal cancer","RT-PCR, Western blot","up-regulated","","","","31731190","details","","","","",""
"CASC21","colon cancer","qRT-PCR, RNA-seq, Western blotting assay","up-regulated","","","","31965704","details","","","","",""
"CASC7","colon cancer","qPCR, Luciferase reporter assay, Western blot etc.","down-regulated","","","","28954383","details","","","","",""
"CASC9","colorectal cancer","qRT-PCR, Western blot","up-regulated","","","","32110102","details","","","","",""
"CASC9","colorectal cancer","qRT-PCR , Western blot , RIP , RNA-seq , in vitro knockdown etc.","up-regulated","","","","31186036","details","","","","",""
"CCAL","colorectal cancer","Microarray, qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","31381140","details","","","","",""
"CCAL","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","25994219","details","","","","",""
"CCAT1","colorectal cancer","qPCR, Western blot etc","up-regulated","","","","32256733","details","","","","",""
"CCAT1","colorectal cancer","qPCR, Western blot, RIP","differential expression","","","","31558855","details","","","","",""
"CCAT1","colorectal cancer","qPCR, Western blot, RIP","differential expression","","","","31558855","details","","","","",""
"CCAT1","colorectal cancer","RT-qPCR, Western blotting, Luciferase Reporter Assay, RIP","up-regulated","","","","31807005","details","","","","",""
"CCAT1","colorectal cancer","qRT-PCR etc.","up-regulated","","","","31093977","details","","","","",""
"CCAT1","Colon Cancer","qRT-PCR, Western blotting etc.","down-regulated","","","","31039730","details","","","","",""
"CCAT1","Colorectal cancer","qPCR, Western blot, etc.","up-regulated","","","","30633886","details","","","","",""
"CCAT1","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, etc.","up-regulated","","","","30615124","details","","","","",""
"CCAT1","Colorectal Cancer","qPCR","up-regulated","","","","31328973","details","","","","",""
"CCAT1","colon cancer","qPCR, ISH etc.","up-regulated","","","","23594791","details","","","","",""
"CCAT1","colon cancer","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","26825578","details","","","","",""
"CCAT1","colorectal cancer","qPCR etc.","up-regulated","","","","28838211","details","","","","",""
"CCAT1","colorectal cancer","qPCR etc.","down-regulated","","","","26823726","details","","","","",""
"CCAT1","colorectal cancer","qPCR etc.","up-regulated","","","","26064266","details","","","","",""
"CCAT1","colorectal cancer","qPCR, ISH etc.","up-regulated","","","","23416875","details","","","","",""
"CCAT1","colorectal cancer","qPCR, RNAi etc.","up-regulated","","","","24594601","details","","","","",""
"CCAT1","colorectal cancer","qPCR etc.","up-regulated","","","","29190961","details","","","","",""
"CCAT1-L","colorectal cancer","qPCR, in vitro knockdown etc.","up-regulated","","","","24662484","details","","","","",""
"CCAT2","colorectal cancer","qPCR, Western blot, RIP","differential expression","","","","31558855","details","","","","",""
"CCAT2","colon cancer","qPCR etc.","up-regulated","","","","28964256","details","","","","",""
"CCAT2","colon cancer","qPCR etc.","down-regulated","","","","28934601","details","","","","",""
"CCAT2","colon cancer","qPCR etc.","up-regulated","","","","25185650","details","","","","",""
"CCAT2","colorectal cancer","qPCR","up-regulated","","","","29181105","details","","","","",""
"CCAT2","colorectal cancer","qPCR etc.","up-regulated","","","","27875818","details","","","","",""
"CCAT2","colorectal cancer","qPCR etc.","up-regulated","","","","28838211","details","","","","",""
"CCAT2","colorectal cancer","qPCR, RNAi, Western blot, Luciferase reporter assay etc.","differential expression","","","","26853146","details","","","","",""
"CCAT2","colon cancer","qPCR, Western blot etc.","up-regulated","","","","29502343","details","","","","",""
"CCAT2","colorectal cancer","qPCR, RIP etc.","up-regulated","","","","23796952","details","","","","",""
"CCAT3","colorectal cancer","Microarray, qPCR, Luciferase reporter assay etc.","up-regulated","","","","25663692","details","","","","",""
"CCAT4","colorectal cancer","Microarray, qPCR, Luciferase reporter assay etc.","up-regulated","","","","25663692","details","","","","",""
"CCAT6","colorectal cancer","Microarray, qPCR, Luciferase reporter assay etc.","up-regulated","","","","25663692","details","","","","",""
"CCAT7","colorectal cancer","Microarray, qPCR, Luciferase reporter assay etc.","down-regulated","","","","25663692","details","","","","",""
"CCAT8","colorectal cancer","Microarray, qPCR, Luciferase reporter assay etc.","down-regulated","","","","25663692","details","","","","",""
"CCHE1","colorectal cancer","qPCR, in vitro knockdown, etc.","up-regulated","","","","30484108","details","","","","",""
"CCSlnc362","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, etc.","up-regulated","","","","30518759","details","","","","",""
"CHRF","colorectal cancer","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","28430582","details","","","","",""
"circ-ABCC1","colorectal cancer","qPCR","down-regulated","","","","31669510","details","","","","",""
"circ-CCDC66","colorectal cancer","qPCR","down-regulated","","","","31669510","details","","","","",""
"circ-STIL","colorectal cancer","qPCR","down-regulated","","","","31669510","details","","","","",""
"circ0003906","colorectal cancer","PCR","down-regulated","","","","29123417","details","","","","",""
"circ_0000069","colorectal cancer","qPCR, Cell transfection, Cell proliferation assays, Flow cytometric analysis, Cell migration and invasion assays","up-regulated","","","","28003761","details","","","","",""
"circ_0000218","colorectal cancer","qPCR, Immunohistochemistry and western blotting","up-regulated","","","","32193556","details","","","","",""
"circ_0000218","colorectal cancer","qPCR, western blot, Dual luciferase reporter assay and RNA immunoprecipitation assay","up-regulated","","","","31598673","details","","","","",""
"circ_0000370","colorectal cancer","qPCR","differential expressed","","","","31700498","details","","","","",""
"circ_0000523","colorectal cancer","qPCR, Dual luciferase assay, Western blot, Cell proliferation assay, Cell apoptosis assay","down-regulated","","","","30403259","details","","","","",""
"circ_0001178","colorectal cancer","qPCR","up-regulated","","","","31747371","details","","","","",""
"circ_0001313","colon cancer","qPCR","up-regulated","","","","32051753","details","","","","",""
"circ_0001313","colon cancer","qPCR","up-regulated","","","","30630646","details","","","","",""
"circ_0001649","Colorectal Cancer","qPCR, other","down-regulated","","","","29421663","details","","","","",""
"circ_0002138","colorectal cancer","qPCR","down-regulated","","","","30841415","details","","","","",""
"circ_0004277","colorectal cancer","qPCR","up-regulated","","","","31960446","details","","","","",""
"circ_0004585","colorectal cancer","qRT-PCR","up-regulated","","","","31354349","details","","","","",""
"circ_0004771","colorectal cancer","qPCR","up-regulated","","","","31737058","details","","","","",""
"circ_0005075","colorectal cancer","qPCR, CCK-8 and Transwell invasion assays","up-regulated","","","","31476947","details","","","","",""
"circ_0005075","colorectal cancer","qRT-PCR , western blot , CCK-8 , colony formation assay , cell apoptosis analysis , wound healing assays , transwell invasion assay","up-regulated","","","","31081084","details","","","","",""
"circ_0005273","colorectal cancer","qPCR, RNA biotin-labeled pull down and mass spectrometry","up-regulated","","","","31973707","details","","","","",""
"circ_0007142","colorectal cancer","qRT-PCR , luciferase assay , cell proliferation assay , colony formation assay , cell migration and invasion assay","up-regulated","","","","31346335","details","","","","",""
"circ_0007534","colorectal cancer","qPCR","up-regulated","","","","32271418","details","","","","",""
"circ_0007534","Colorectal Cancer","qPCR, other","up-regulated","","","","31938236","details","","","","",""
"circ_0007534","Colorectal Cancer","qPCR, western blot, other","up-regulated","","","","29364478","details","","","","",""
"circ_0007843","colon cancer","qPCR","up-regulated","","","","32158464","details","","","","",""
"circ_0009361","colorectal cancer","qRT-PCR , western blot , luciferase reporter assay , RIP , IHC , FISH , RNase R resistance , CCK8 proliferation assay , wound healing assay , transwell invasion assay","down-regulated","","","","31109967","details","","","","",""
"circ_000984","colon cancer","PCR,  luciferase reporter assay, Cell proliferation assay, colony formation assay and cell cycle assay","up-regulated","","","","29207676","details","","","","",""
"circ_0014717","colorectal cancer","qPCR, western blot, other","down-regulated","","","","29571246","details","","","","",""
"circ_001569","colorectal cancer","Luciferase activity assays, RT-PCR, Western blotting, Proliferation, cell cycle, apoptosis and cell invasion assays in vitro and in vivo tumorigenicity assay","up-regulated","","","","27058418","details","","","","",""
"circ_001680","colorectal cancer","qPCR, Dual fluorescence reporter system, FISH, RIP and RNA pull down assays","up-regulated","","","","32005118","details","","","","",""
"circ_001988","colorectal cancer","PCR","down-regulated","","","","26884878","details","","","","",""
"circ_0020397","colorectal cancer","PCR, Luciferase assay, Western blot analysis, Evaluation of cell viability, Annexin V/Propidium Iodide Staining, Cell invasion assay","up-regulated","","","","28707774","details","","","","",""
"circ_0021977","colorectal cancer","qPCR","differential expressed","","","","31595500","details","","","","",""
"circ_0026344","colorectal cancer","qPCR","down-regulated","","","","31608699","details","","","","",""
"circ_0026344","Colorectal Cancer","qPCR, luciferase reporter assay, other","down-regulated","","","","29928882","details","","","","",""
"circ_0035445","colorectal cancer","qPCR","differential expressed","","","","31700498","details","","","","",""
"circ_0055625","colon cancer","qRT?PCR, Dual?luciferase reporter assay, Cell proliferation assay, Migration and invasion assay","up-regulated","","","","30520100","details","","","","",""
"circ_0060745","colorectal cancer","qPCR, RNA pull-down assay and luciferase assay","up-regulated","","","","32273712","details","","","","",""
"circ_0071589","colorectal cancer","qPCR, western blot, RIP, other","up-regulated","","","","29710537","details","","","","",""
"circ_0079662","colon cancer","qPCR, Western blotting, Dual luciferase assay, miRNA pull-down assay, coimmunoprecipitation and ELASA","up-regulated","","","","32243061","details","","","","",""
"circ_0079993","colorectal cancer","qPCR, CCK-8","up-regulated","","","","31515467","details","","","","",""
"circ_0082182","colorectal cancer","qPCR","differential expressed","","","","31700498","details","","","","",""
"circ_0136666","colorectal cancer","qRT?PCR, CCK?8, Colony formation assay, Flow cytometric analysis, Wound healing assay, In vitro invasion assay, Luciferase reporter assay, RNA pull?down assay, Western blot","up-regulated","","","","30370521","details","","","","",""
"circ_0137008","colorectal cancer","qPCR, cell count kit-8, colony formation assay, wound healing, and transwell assays","down-regulated","","","","32158357","details","","","","",""
"circ_0142527","colorectal cancer","qRT-PCR , RNA-seq","down-regulated","","","","31169949","details","","","","",""
"circ_100290","colorectal cancer","Cell proliferation assay, Western blot, Transwell assays, Cell apoptosis assays, qRT-PCR, Dual luciferase activity assay","up-regulated","","","","30173892","details","","","","",""
"circ_100290","Colorectal Cancer","qPCR, western blot, luciferase reporter assay, other","up-regulated","","","","30173892","details","","","","",""
"circ_101555","colorectal cancer","qRT-PCR , luciferase reporter assay , western blot , RIP , Microarray , FISH , cell proliferation and cloning formation assay , 5-Ethynyl-2?-deoxyuridine (EdU) assay , cell cycle and apoptosis assay , Immunofluorescence assay , biotin-coupled probe pull down assay , Immunohistochemistry (IHC)","up-regulated","","","","31300733","details","","","","",""
"circ_101951","colorectal cancer","qPCR, Western blotting","up-regulated","","","","32266033","details","","","","",""
"circ_102958","colorectal cancer","qPCR, western blot, CCK8 and colony formation assay","up-regulated","","","","31413634","details","","","","",""
"circ_103809","colorectal cancer","qRTePCR, Western blot, Cell proliferation assay, Cell migration assay","down-regulated","","","","30249393","details","","","","",""
"circ_103809","colorectal cancer","RT-PCR","down-regulated","","","","28349836","details","","","","",""
"circ_104700","colorectal cancer","RT-PCR","down-regulated","","","","28349836","details","","","","",""
"circ_104916","colon cancer","qPCR","down-regulated","","","","30844715","details","","","","",""
"circABCC1","colorectal cancer","qPCR, sphere-forming, transwell, and Western blot","differential expressed","","","","31960989","details","","","","",""
"circACAP2","colon cancer","qRT-PCR, WST-8 assay, Colony formation assay, Scratch wound assay, Transwell assay, Western blot, In vivo treatment, Luciferase reporter assay","up-regulated","","","","30212824","details","","","","",""
"circACAP2","Colon Cancer","qPCR, western blot, other, luciferase reporter assay, RNAi","up-regulated","","","","30212824","details","","","","",""
"circANKS1B","colorectal cancer","qRT-PCR , western blot , wound-healing and transwell assay","up-regulated","","","","31213828","details","","","","",""
"circAPLP2","colorectal cancer","qPCR, flow cytometry, western blotting","up-regulated","","","","32343603","details","","","","",""
"circBANP","colorectal cancer","RT-PCR, In situ hybridization, RNA interference, CCK-8, Colony formation assay, Western blot assay","up-regulated","","","","28103507","details","","","","",""
"circCAMSAP1","colorectal cancer","qPCR","up-regulated","","","","31951832","details","","","","",""
"circCBL.11","colorectal cancer","qPCR, CCK-8 assay, cell colony formation assay and EdU incorporation","differential expressed","","","","31438886","details","","","","",""
"circCCDC66","colorectal cancer","qPCR","up-regulated","","","","32187976","details","","","","",""
"circCCDC66","colon cancer","RNA interference knockdown, Molecular cloning, RT-PCR","up-regulated","","","","28249903","details","","","","",""
"circCDR1as","colorectal cancer","RT-PCR, Cell viability assay, Cell cycle assay, Annexin V/propidium iodide apoptosis assay, Colony-formation assay, Cell invasion assay, Western blot","up-regulated","","","","28435295","details","","","","",""
"circCDYL","colon cancer","qPCR","down-regulated","","","","31829306","details","","","","",""
"circDDX17","colorectal cancer","qPCR, Western blotting","down-regulated","","","","32141542","details","","","","",""
"circDDX17","colorectal cancer","RNA-seq, qPCR","down-regulated","","","","30591054","details","","","","",""
"circDENND4C","colorectal cancer","qPCR","up-regulated","","","","32196590","details","","","","",""
"circFBXW7","colorectal cancer","qPCR, CCK-8","down-regulated","","","","31519156","details","","","","",""
"circFMN2","colorectal cancer","qPCR","up-regulated","","","","31738400","details","","","","",""
"circFNDC3B","colon cancer","qPCR, CCK8 assays, colony formation assays, transwell assays, wound-healing assays","down-regulated","","","","32241279","details","","","","",""
"circHIPK3","colorectal cancer","Functional transwell assay","differential expressed","","","","32046858","details","","","","",""
"circHIPK3","Colorectal Cancer","qPCR, luciferase reporter assay, other","up-regulated","","","","29549306","details","","","","",""
"circHUWE1","colorectal cancer","qPCR, cell proliferation assays, flow cytometry, and transwell assays","up-regulated","","","","32021287","details","","","","",""
"circIFT80","colorectal cancer","qPCR","up-regulated","","","","31648103","details","","","","",""
"circITGA5","colorectal cancer","qPCR, Western blotting","up-regulated","","","","32305992","details","","","","",""
"circITGA7","colorectal cancer","qPCR, western blot, CCK8, colony formation","down-regulated","","","","31372051","details","","","","",""
"circITGA7","Colorectal Cancer","qPCR, RNA-seq, other","down-regulated","","","","29943828","details","","","","",""
"circLgr4","colorectal cancer","RT-PCR , circRNA knockdown , IHC , ISH and FISH , transwell invasion assay , in vivo xenograft experiments , peptide coding detection","up-regulated","","","","31269234","details","","","","",""
"circLMNB1","colorectal cancer","qPCR, CCK-8, assay, Edu assay, flow cytometry, Hoechst staining, and the Transwell assay","up-regulated","","","","31496737","details","","","","",""
"circLONP2","colorectal cancer","qPCR","differential expressed","","","","32188489","details","","","","",""
"circMTO1","colorectal cancer","qPCR, western blot","down-regulated","","","","30556859","details","","","","",""
"circNSUN2","colorectal cancer","qPCR","up-regulated","","","","31619685","details","","","","",""
"circPIP5K1A","colon cancer","qPCR","up-regulated","","","","31558874","details","","","","",""
"circPPP1R12A","colon cancer","qPCR, western blot, RNA-seq","up-regulated","","","","30925892","details","","","","",""
"circPVT1","colorectal cancer","RNA-seq","up-regulated","","","","30922567","details","","","","",""
"circTUBB","colorectal cancer","other","differential expressed","","","","31797002","details","","","","",""
"circVAPA","colorectal cancer","qPCR, RIP","up-regulated","","","","32256212","details","","","","",""
"circVAPA","colorectal cancer","qPCR, luciferase reporter assay","up-regulated","","","","30797148","details","","","","",""
"circZNF609","colorectal cancer","qPCR","down-regulated","","","","31401644","details","","","","",""
"CPS1-IT1","colorectal cancer","qPCR, Western blot, Luciferase reporter assay","down-regulated","","","","29017924","details","","","","",""
"CPS1-IT1","colorectal cancer","qPCR, Western blot","down-regulated","","","","29145177","details","","","","",""
"CRART16","colorectal cancer","qRT-PCR, Microarray","up-regulated","","","","32158358","details","","","","",""
"CRCAL-3","Colorectal Cancer","qRT-PCR, in vitro knockdown etc.","up-regulated","","","","31038794","details","","","","",""
"CRCAL-3","colorectal cancer","RNA-seq, qPCR, in vitro knockdown","up-regulated","","","","29330370","details","","","","",""
"CRCAL-4","colorectal cancer","RNA-seq, RT-PCR, in vitro knockdown","up-regulated","","","","29330370","details","","","","",""
"CRCAL1-4","colorectal cancer","qPCR, Western blot, RIP","differential expression","","","","31558855","details","","","","",""
"CRCMSL","colorectal cancer","qPCR, Western blot, in vitro knockdown, RIP, etc.","differentially expressed","","","","30575817","details","","","","",""
"CRNDE","colorectal cancer","qPCR, Western blot, RIP","differential expression","","","","31558855","details","","","","",""
"CRNDE","colorectal cancer","qPCR, Western blot, RIP","differential expression","","","","31558855","details","","","","",""
"CRNDE","colorectal cancer","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","28472810","details","","","","",""
"CRNDE","colorectal cancer","qPCR, Microarray, RIP, Western blotting etc.","up-regulated","","","","28594403","details","","","","",""
"CRNDE","colorectal cancer","Microarray, qPCR, RNAi etc.","up-regulated","","","","24184209","details","","","","",""
"CRNDE","colorectal cancer","qPCR etc.","up-regulated","","","","22393467","details","","","","",""
"CRNDE","colorectal cancer","qPCR, RNAi, Western blot, Luciferase reporter assay, FISH, MTT assay etc.","up-regulated","","","","28086904","details","","","","",""
"CRNDE","colorectal cancer","qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, Cell migration and invasion assay etc.","up-regulated","","","","28115855","details","","","","",""
"CRNDE","colorectal cancer","qPCR","up-regulated","","","","28406230","details","","","","",""
"CRNDE","colorectal cancer","qPCR, Western blot","up-regulated","","","","28796262","details","","","","",""
"CRNDE-h","colorectal cancer","qPCR etc.","up-regulated","","","","27042112","details","","","","",""
"CRNDE-h","colorectal cancer","qPCR, Western blot etc.","up-regulated","","","","27888803","details","","","","",""
"CRNDE-p","colorectal cancer","qPCR, Western blot etc.","up-regulated","","","","29137379","details","","","","",""
"CTA-941F9.9","colorectal cancer","qPCR, Western blot, in vitro knockdown","down-regulated","","","","31343781","details","","","","",""
"CTB-22K21.2","Colorectal Cancer","RNA-seq","differential expression","","","","30880326","details","","","","",""
"CTNNAP1","colorectal cancer","qPCR, Cell transfection, Luciferase reporter assay, Flow cytometry assay, Cell proliferation assay etc.","down-regulated","","","","27487124","details","","","","",""
"CYTOR","colorectal cancer","qRT-PCR etc.","up-regulated","","","","31144988","details","","","","",""
"CYTOR","colorectal cancer","RIP, Luciferase reporter assay","up-regulated","","","","30064438","details","","","","",""
"CYTOR","colon cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc.","up-regulated","","","","29606502","details","","","","",""
"DACOR1","colon cancer","qPCR, Western blot, Luciferase reporter assay, other","down-regulated","","","","30348202","details","","","","",""
"DACOR1","colon cancer","RNA-seq, qPCR, Western blot, RIP, ChIP etc.","down-regulated","","","","26307088","details","","","","",""
"DANCR","colorectal cancer","RT-PCR","up-regulated","","","","32159208","details","","","","",""
