"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"BLACAT1","gastric cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.","up-regulated","","","","29710482","details","","","","",""
"BLACAT2","gastric cancer","qPCR etc","up-regulated","","","","32194743","details","","","","",""
"BM742401","gastric cancer","RNA-seq, qPCR, in vitro knockdown etc.","down-regulated","","","","23846333","details","","","","",""
"BNC2-AS1","gastric cancer","qPCR, RNAi, etc.","up-regulated","","","","30549996","details","","","","",""
"C21orF96","gastric cancer","Microarray, qPCR etc.","up-regulated","","","","26567621","details","","","","",""
"C5orf66-AS1","gastric cancer","qPCR etc.","down-regulated","","","","32308414","details","","","","",""
"C5orf66-AS1","gastric cardia cancer","qPCR, Luciferase reporter assay etc.","down-regulated","","","","29566283","details","","","","",""
"CACNA1C-AS3","gastric cancer","Microarray, qPCR etc.","up-regulated","","","","26045391","details","","","","",""
"CADM1-AS1","gastric cancer","qPCR","down-regulated","","","","31389606","details","","","","",""
"CARLo-5","gastric cancer","qPCR etc.","up-regulated","","","","28239816","details","","","","",""
"CASC11","gastric cancer","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","30200804","details","","","","",""
"CASC15","gastric cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29956772","details","","","","",""
"CASC15","gastric cancer","qPCR, Microarray","up-regulated","","","","29272000","details","","","","",""
"CASC15","gastric cancer","RNA-seq, RT-PCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","29489064","details","","","","",""
"CASC19","gastric cancer","qPCR, other","up-regulated","","","","31422382","details","","","","",""
"CASC2","gastric cancer","qPCR, Luciferase reporter assay, other","down-regulated","","","","30372881","details","","","","",""
"CASC2","gastric cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","down-regulated","","","","31301415","details","","","","",""
"CASC2","gastric cancer","qPCR etc.","down-regulated","","","","28849111","details","","","","",""
"CASC2","gastric cancer","qPCR, Cell transfection, Western blot etc.","up-regulated","","","","27648142","details","","","","",""
"CASC9","gastric cancer","qPCR, Western blot, RIP","up-regulated","","","","31642035","details","","","","",""
"CASC9","gastric cancer","qPCR, Cell transfection, Western blot, Cell proliferation assay etc.","up-regulated","","","","28146436","details","","","","",""
"CAT104","gastric cancer","qRT-PCR, Western blot, Luciferase reporter assay","up-regulated","","","","29295724","details","","","","",""
"CBR3-AS1","gastric cancer","qPCR etc.","up-regulated","","","","26722487","details","","","","",""
"CCAL","gastric cancer","qPCR, Western blot, other","up-regulated","","","","30250169","details","","","","",""
"CCAL","gastric cancer","RT-PCR, Western blot","up-regulated","","","","29441950","details","","","","",""
"CCAT1","gastric cancer","qPCR, Western blot, in vitro knockdown","up-regulated","","","","29940756","details","","","","",""
"CCAT1","gastric cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","31478245","details","","","","",""
"CCAT1","gastric cancer","qPCR, Western blot, in vitro knockdown etc.","up-regulated","","","","25674211","details","","","","",""
"CCAT1","gastric cancer","qPCR etc.","up-regulated","","","","25561974","details","","","","",""
"CCAT1","gastric cancer","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","29231252","details","","","","",""
"CCAT1","gastric cancer","qPCR","down-regulated","","","","28724210","details","","","","",""
"CCAT1","gastric cancer","qPCR, RNAi, Western blot, RIP, Luciferase reporter assay etc.","up-regulated","","","","23143645","details","","","","",""
"CCAT1","gastric cancer","qPCR, Western blot, etc.","up-regulated","","","","29940756","details","","","","",""
"CCAT1-L","gastric adenocarcinoma","qPCR, Western blot, other","up-regulated","","","","30254457","details","","","","",""
"CCAT2","gastric cancer","qRT-PCR, Western blot","up-regulated","","","","32021279","details","","","","",""
"CCAT2","gastric cancer","qPCR, Western blot etc.","up-regulated","","","","29435046","details","","","","",""
"CCAT2","gastric cancer","qPCR, RNAi, Cell proliferation assay etc.","up-regulated","","","","28248065","details","","","","",""
"CCAT2","gastric cancer","Microarray, qPCR etc.","up-regulated","","","","28042329","details","","","","",""
"CCAT2","gastric cancer","qPCR, RNAi, Western blot, RIP, ChIP, Cell proliferation assay etc.","up-regulated","","","","27904778","details","","","","",""
"CCAT2","gastric cancer","qPCR, RNAi etc.","up-regulated","","","","25755774","details","","","","",""
"CCDC26","gastrointestinal stromal tumor","qRT-PCR , Western blot etc.","up-regulated","","","","31166382","details","","","","",""
"CCDC26","gastrointestinal stromal tumor","qRT-PCR, Western blot, in vitro knockdown","differential expression","","","","29423012","details","","","","",""
"CCHE1","gastric cancer","qPCR, Western blot","up-regulated","","","","29771412","details","","","","",""
"CCHE1","gastric cancer","qPCR","up-regulated","","","","29771412","details","","","","",""
"CEBPA-AS1","gastric cancer","RT-PCR, Western blot","up-regulated","","","","32110038","details","","","","",""
"CEBPA-AS1","gastric cancer","qPCR","up-regulated","","","","28423525","details","","","","",""
"CERNA2","gastric cancer","RT-PCR","up-regulated","","","","31949664","details","","","","",""
"CHRF","gastric cancer","qRT-PCR","up-regulated","","","","32096147","details","","","","",""
"circ0047905","gastric cancer","qRT-PCR , western blot , Microarray , in situ hybridization assay","up-regulated","","","","31157588","details","","","","",""
"circ_0000026","gastric cancer","Labeling and hybridization, qPCR","down-regulated","","","","28737829","details","","","","",""
"circ_0000096","gastric cancer","qRT-PCR, Transient transfection, Western blot, Cell cycle analysis, Cell apoptosis analysis, Cell proliferation assay, Cell migration assay, Immunohistochemical analysis","down-regulated","","","","28081541","details","","","","",""
"circ_0000144","gastric cancer","qPCR, CCK-8 and Transwell assay","up-regulated","","","","31636511","details","","","","",""
"circ_00001649","Gastric Cancer","Reverse Transcription, qRT-PCR","down-regulated","","","","28167847","details","","","","",""
"circ_0000181","gastric cancer","Reverse transcription, qRT-PCR","down-regulated","","","","28940688","details","","","","",""
"circ_0000190","gastric cancer","Reverse transcription,  qRT-PCR","down-regulated","","","","28130019","details","","","","",""
"circ_0000267","gastric cancer","qPCR, CCK-8 assay, BrdU assay, scratch healing assay, and transwell assay","up-regulated","","","","31845519","details","","","","",""
"circ_0000332","gastric cancer","RNA-seq","differential expressed","","","","30948703","details","","","","",""
"circ_0000419","gastric cancer","qPCR","down-regulated","","","","31810586","details","","","","",""
"circ_0000467","gastric cancer","qPCR","up-regulated","","","","32090087","details","","","","",""
"circ_0000467","gastric cancer","qRT-PCR, Cell proliferation, migration, and invasion assay, Cell apoptosis assays","up-regulated","","","","30461077","details","","","","",""
"circ_0000520","gastric cancer","PCR","down-regulated","","","","29103021","details","","","","",""
"circ_0000592","gastric cancer","qRT-PCR , RNAi , cell proliferation assay , cell cycle assay , flow cytometry (FCM) apoptosis assay , CCK8 assay , scratch wounding assay , FISH","up-regulated","","","","31189743","details","","","","",""
"circ_0000673","gastric cancer","qPCR, western blot, luciferase reporter assay, other","down-regulated","","","","30061181","details","","","","",""
"circ_0000745","gastric cancer","qPCR","down-regulated","","","","28974900","details","","","","",""
"circ_0000993","gastric cancer","qRT-PCR, Fluorescent in situ hybridization, Wound-healing assay, Transwell invasion assay, The MTT cell proliferation assay, Luciferase reporter assay","down-regulated","","","","30215537","details","","","","",""
"circ_0000993","Gastric Cancer","qPCR, other, luciferase reporter assay","up-regulated","","","","30215537","details","","","","",""
"circ_0001017","gastric cancer","reverse transcription, qPCR, Cloning and sequencing of RT-ddPCR products","down-regulated","","","","29098316","details","","","","",""
"circ_0001368","gastric cancer","qPCR","down-regulated","","","","30853185","details","","","","",""
"circ_0001546","gastric cancer","qPCR, Pull-down assay and Dual luciferase reporter assay","down-regulated","","","","31668372","details","","","","",""
"circ_0001821","gastric cancer","qPCR","down-regulated","","","","31616472","details","","","","",""
"circ_0001895","gastric cancer","qRT-PCR","down-regulated","","","","28443463","details","","","","",""
"circ_0003159","gastric cancer","qPCR, western blot","down-regulated","","","","32099530","details","","","","",""
"circ_0003159","gastric cancer","Reverse transcription, qRT-PCR","down-regulated","","","","28618205","details","","","","",""
"circ_0005075","gastric cancer","qPCR","up-regulated","","","","32133664","details","","","","",""
"circ_000543","gastric cancer","qRT-PCR","up-regulated","","","","28184940","details","","","","",""
"circ_0005556","gastric cancer","qPCR","down-regulated","","","","31827632","details","","","","",""
"circ_0005654","gastric cancer","qPCR","down-regulated","","","","31640088","details","","","","",""
"circ_0005758","gastric cancer","qRT-PCR , immunohistochemical analysis","down-regulated","","","","31328820","details","","","","",""
"circ_0006156","gastric cancer","qPCR","down-regulated","","","","32271420","details","","","","",""
"circ_0006282","gastric cancer","qPCR, western blot, CCK-8 assay, colony formation and transwell assays","up-regulated","","","","32099403","details","","","","",""
"circ_0008035","gastric cancer","qPCR, Western blotting","up-regulated","","","","32190008","details","","","","",""
"circ_0008035","gastric cancer","qRT-PCR , Dual luciferase reporter assay , western blot , CCK-8 and colony formation assay , transwell invasion assay","up-regulated","","","","31105852","details","","","","",""
"circ_0009910","gastric cancer","qPCR, western blot","up-regulated","","","","30556864","details","","","","",""
"circ_0010882","gastric cancer","qPCR, western blotting","up-regulated","","","","32096170","details","","","","",""
"circ_0014717","gastric cancer","reverse transcription reaction, Cloning and sequencing of qRT-PCR products","down-regulated","","","","28544609","details","","","","",""
"circ_001569","gastric cancer","RNA pull-down, RT-PCR, Western blot, Luciferase reporter assay, CCK8, Annexin V/PI staining, Cell cycle, Nude mice xenografts","up-regulated","","","","30304349","details","","","","",""
"circ_001959","gastric cancer","qRT-PCR","down-regulated","","","","28184940","details","","","","",""
"circ_0021087","gastric cancer","RT-qPCR","differential expressed","","","","32154178","details","","","","",""
"circ_0021087","gastric cancer","RNA-seq","differential expressed","","","","30948703","details","","","","",""
"circ_0023642","Gastric Cancer","qPCR, western blot, other","up-regulated","","","","29762831","details","","","","",""
"circ_0027599","gastric cancer","Colony formation assay, Cell proliferation, Dual luciferase reporter assay, Migration and invasion assay, Western blotting, qRT-PCR","down-regulated","","","","30410722","details","","","","",""
"circ_0032821","gastric cancer","qPCR","up-regulated","","","","32165864","details","","","","",""
"circ_0035431","gastric cancer","RNA preparation for chip assay, qRT-PCR assay","down-regulated","","","","28831102","details","","","","",""
"circ_0047905","gastric cancer","qRT-PCR, RNA fluorescence in situ hybridization (RNA FISH), Cell proliferation assay, Matrigel invasion assay, Western blot analysis","up-regulated","","","","28980874","details","","","","",""
"circ_0056618","gastric cancer","Colony formation assay, CCK?8, Dual?luciferase reporter assay, qRT?PCR, Western blot","up-regulated","","","","30129184","details","","","","",""
"circ_0056618","Gastric Cancer","qPCR, western blot, luciferase reporter assay, other","up-regulated","","","","30129184","details","","","","",""
"circ_006100","gastric cancer","qRT-PCR , luciferase reporter assay , western blot , CCK?8 assay , colony formation assay , hoechst staining , transwell assay , Immunohistochemistry","up-regulated","","","","31318114","details","","","","",""
"circ_0061276","gastric cancer","reverse transcription, qPCR, Cloning and sequencing of RT-ddPCR products","down-regulated","","","","29098316","details","","","","",""
"circ_0065149","gastric cancer","qPCR","down-regulated","","","","31432324","details","","","","",""
"circ_0066444","gastric cancer","qPCR, other","up-regulated","","","","29785124","details","","","","",""
"circ_0067582","gastric cancer","qPCR","down-regulated","","","","31721300","details","","","","",""
"circ_0067582","gastric cancer","qRT-PCR , immunohistochemical analysis","down-regulated","","","","31328820","details","","","","",""
"circ_0067997","gastric cancer","qPCR","up-regulated","","","","30688097","details","","","","",""
"circ_0074362","gastric cancer","qPCR","down-regulated","","","","29240459","details","","","","",""
"circ_0076304","gastric cancer","RNA preparation for chip assay, qRT-PCR assay","down-regulated","","","","28831102","details","","","","",""
"circ_0076305","gastric cancer","RNA preparation for chip assay, qRT-PCR assay","down-regulated","","","","28831102","details","","","","",""
"circ_0081143","gastric cancer","luciferase reporter assay, Microarray","up-regulated","","","","30733646","details","","","","",""
"circ_0138960","gastric cancer","qRT-PCR, RNA fluorescence in situ hybridization (RNA FISH), Cell proliferation assay, Matrigel invasion assay, Western blot analysis","up-regulated","","","","28980874","details","","","","",""
"circ_100269","gastric cancer","qRT-PCR, Dual Luciferase assay and vector construction , Cell proliferation assay","down-regulated","","","","28657541","details","","","","",""
"circ_100269","gastric cancer","qRT-PCR","differential expressed","","","","28206972","details","","","","",""
"circ_100876","gastric cancer","qPCR","up-regulated","","","","32305633","details","","","","",""
"circ_101308","gastric cancer","qRT-PCR","differential expressed","","","","28206972","details","","","","",""
"circ_101882","gastric cancer","qPCR, MTT assay, cell migration, and invasion assay, colony formation assay, and flow cytometric assay","up-regulated","","","","31420917","details","","","","",""
"circ_102958","gastric cancer","qPCR","up-regulated","","","","30689557","details","","","","",""
"circ_104423","gastric cancer","qRT-PCR","differential expressed","","","","28206972","details","","","","",""
"circ_104433","gastric cancer","qPCR","up-regulated","","","","32021419","details","","","","",""
"circ_104916","gastric cancer","qRT-PCR","differential expressed","","","","28206972","details","","","","",""
"circ_400071","gastric cancer","qRT-PCR","up-regulated","","","","28184940","details","","","","",""
"circ_7690-15","gastric cancer","qRT-PCR, RNA fluorescence in situ hybridization (RNA FISH), Cell proliferation assay, Matrigel invasion assay, Western blot analysis","up-regulated","","","","28980874","details","","","","",""
"circAKT3","gastric cancer","qPCR, luciferase reporter assay, RNA-seq, western blot","up-regulated","","","","30927924","details","","","","",""
"circATAD1","gastric cancer","qPCR, RNA pulldown, chromatin immunoprecipitation, Dual luciferase reporter assays","up-regulated","","","","32169278","details","","","","",""
"circATXN7","gastric cancer","qPCR, CCK-8, colony formation, EdU, flow cytometry, TUNEL and transwell assays","up-regulated","","","","31997941","details","","","","",""
"circCACTIN","gastric cancer","qRT-PCR , Dual luciferase reporter assays , western blotting , cell proliferation assay , wound-healing assay , cell invasion assay, tumor formation assay , immunohistochemistry","up-regulated","","","","31182928","details","","","","",""
"circCCDC66","gastric cancer","qPCR, luciferin reporter assays, biotin-coupled RNA pull-downs and fluorescence","up-regulated","","","","32253030","details","","","","",""
"circCCDC66","gastric cancer","qPCR","up-regulated","","","","32226494","details","","","","",""
"circCDR1as","gastric cancer","qPCR","differential expressed","","","","31542615","details","","","","",""
"circCEP85L","gastric cancer","qPCR, Cell Counting Kit-8, wound healing, Transwell, and tumorsphere formation assays","down-regulated","","","","32026471","details","","","","",""
"circciRS-133","gastric cancer","Transmission electron microscopy assay, Nanoparticle Tracking Analysis, qRT-PCR, Northern blotting analysis, FISH, Immuno-precipitation, Western blotting, Oil red O staining, Luciferase assay, Immunohistochemistry, H&E staining","up-regulated","","","","30412280","details","","","","",""
"circDCAF6","gastric cancer","qRT-PCR , Dual luciferase reporter assay , cell growth determination , cell apoptosis assay , transwell experiment","up-regulated","","","","31226266","details","","","","",""
"circDLST","gastric cancer","qPCR, RIP, western blot","up-regulated","","","","30953514","details","","","","",""
"circDONSON","gastric cancer","qPCR, western blot, RIP","up-regulated","","","","30922402","details","","","","",""
"circDUSP16","gastric cancer","qPCR, Loss- and gain-of-function experiments","up-regulated","","","","31776711","details","","","","",""
"circEIF4G3","gastric cancer","qRT-PCR , Dual Luciferase reporter assay , cell counting kit-8 proliferation assay , cell invasion assays and scratch wound assay , RNA FISH , miRNA Microarray , biotin-coupled probe RNA pull down assay","up-regulated","","","","31257089","details","","","","",""
"circERBB2","gastric cancer","qPCR","up-regulated","","","","30853181","details","","","","",""
"circFAT1(e2)","gastric cancer","RNase R resistance analysis of circRNAs, qRT-PCR, FISH, In vivo tumor formation assay","down-regulated","","","","30419346","details","","","","",""
"circFN1","gastric cancer","qPCR","up-regulated","","","","31898357","details","","","","",""
"circFNDC3B","gastric cancer","qPCR","up-regulated","","","","30963578","details","","","","",""
"circGRAMD1B","gastric cancer","qPCR, fluorescence in situ hybridization, Dual luciferase reporter assay, RNA immunoprecipitation, RNA pull-down assay, and rescue experiments","down-regulated","","","","31719211","details","","","","",""
"circHECTD1","gastric cancer","qPCR","up-regulated","","","","31371702","details","","","","",""
"circHIPK3","gastric cancer","qPCR","up-regulated","","","","32110057","details","","","","",""
"circHIPK3","gastric cancer","qPCR","down-regulated","","","","30866608","details","","","","",""
"circHuR","gastric cancer","qPCR, Biotin-labeled RNA pull-down, mass spectrometry, RNA immunoprecipitation, RNA electrophoretic mobility shift","down-regulated","","","","31718709","details","","","","",""
"circLARP4","gastric cancer","qRT-PCR, Western blotting analysis, Colony formation assay, Luciferase reporter assay, 5-Ethynyl-20-deoxyuridine (EdU) incorporation assay, RNA immunoprecipitation (RIP), RNA fluorescence in situ hybridization (FISH)","down-regulated","","","","28893265","details","","","","",""
"circLMTK2","gastric cancer","qPCR, western blotting, luciferase assays and rescue experiments","up-regulated","","","","31722712","details","","","","",""
"circLMTK2","gastric cancer","qPCR, western blot","up-regulated","","","","30988068","details","","","","",""
"circMAN2B2","gastric cancer","qPCR, CCK-8 assay, colony formation assay, flow cytometer, Transwell assay, and Western blot","up-regulated","","","","32020674","details","","","","",""
"circMRPS35","gastric cancer","qPCR, CCK-8 and cell invasion assays","differential expressed","","","","32164722","details","","","","",""
"circMTHFD2","gastric cancer","qPCR, CCK-8 and luciferase reporter assay","up-regulated","","","","31841184","details","","","","",""
"circMTO1","gastric cancer","qPCR","down-regulated","","","","32194149","details","","","","",""
"circNF1","gastric cancer","RNA-seq, luciferase reporter assay","up-regulated","","","","30576282","details","","","","",""
"circNHSL1","gastric cancer","qPCR, Luciferase reporter, RNA immunoprecipitation (RIP) and rescued assays","up-regulated","","","","31438963","details","","","","",""
"circNOTCH1","gastric cancer","qRT-PCR , luciferase activity assay , western blot , cell apoptosis assay , cell invasion assay","up-regulated","","","","31276627","details","","","","",""
"circNRIP1","gastric cancer","RNA-seq, luciferase reporter assay, western blot, RIP","differential expressed","","","","30717751","details","","","","",""
"circOSBPL10","gastric cancer","qPCR","up-regulated","","","","31409903","details","","","","",""
"circPDSS1","gastric cancer","qRT-PCR, Cell proliferation assay, Cell cycle and apoptosis assays, Western blot assay, Dual?luciferase report assay","up-regulated","","","","30417526","details","","","","",""
"circPIP5K1A","gastric cancer","qPCR, nucleic acid electrophoresis, RNase R and Actinomycin D treatment. CCK-8, colony formation, EdU, transwell, TUNEL, flow cytometry, luciferase reporter, RIP and RNA pull-down assays","up-regulated","","","","32190005","details","","","","",""
"circPIP5K1A","gastric cancer","qPCR, colony formation, transwell and western blot assays","up-regulated","","","","32169757","details","","","","",""
"circPRMT5","gastric cancer","qPCR","up-regulated","","","","31701767","details","","","","",""
"circPSMC3","gastric cancer","qPCR, luciferase reporter assay","down-regulated","","","","30777076","details","","","","",""
"circPVRL3","gastric cancer","qPCR, other","down-regulated","","","","29973643","details","","","","",""
"circRanGAP1","gastric cancer","qPCR","up-regulated","","","","31811909","details","","","","",""
"circRBM33","gastric cancer","qPCR, Dual luciferase reporter assay, CCK-8, western blot","up-regulated","","","","32044717","details","","","","",""
"circRBMS3","gastric cancer","qRT?PCR, CCK?8, Flow cytometry cell cycle assay, Cell invasion assay, Dual luciferase reporter assay, In vivo tumorigenesis","up-regulated","","","","30132886","details","","","","",""
"circRBMS3","Gastric Cancer","qPCR, luciferase reporter assay, other","up-regulated","","","","30132886","details","","","","",""
"circRHOBTB3","gastric cancer","qPCR, Dual luciferase reporter and RNA pull-down assays","down-regulated","","","","31928527","details","","","","",""
"circSERPINE2","gastric cancer","qRT-PCR , RIP , luciferase reporter assay , Western blot , RNase R treatment , pull-down assay , 5?Ethynyl?2??deoxyuridine (EdU) assay , flow cytometry assays , immunohistochemistry (IHC)","up-regulated","","","","31199037","details","","","","",""
"circSFMBT2","gastric cancer","qRT-PCR, CCK-8 assay, Clone formation experiment, RNA-FISH, Luciferase reporter assay, RIP, Western blotting","up-regulated","","","","30510446","details","","","","",""
"circSMAD7","gastric cancer","qPCR","down-regulated","","","","32096163","details","","","","",""
"circSMC3","gastric cancer","qPCR, Western blotting","differential expressed","","","","32314520","details","","","","",""
