"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"AFAP1-AS1","nasopharyngeal cancer","Microarray, qPCR, RNAi, Western blot, ISH etc.","up-regulated","","","","26246469","details","","","","",""
"AFAP1-AS1","laryngeal squamous cell cancer","qPCR, Luciferase reporter assay, Western blot, etc.","up-regulated","","","","29971915","details","","","","",""
"AK021570","nasopharyngeal cancer","Microarray, qPCR etc.","down-regulated","","","","27886062","details","","","","",""
"AK023507","nasopharyngeal cancer","Microarray, qPCR etc.","down-regulated","","","","27886062","details","","","","",""
"AK027294","nasopharyngeal cancer","qRT-PCR , Western blot , RNAi , in vitro knockdown etc.","down-regulated","","","","31589096","details","","","","",""
"AK056098","nasopharyngeal cancer","Microarray, qPCR, RNAi etc.","up-regulated","","","","24379026","details","","","","",""
"AK095147","nasopharyngeal cancer","Microarray, qPCR, RNAi etc.","down-regulated","","","","24379026","details","","","","",""
"AK294004","nasopharyngeal cancer","Microarray, qPCR, RNAi etc.","up-regulated","","","","24379026","details","","","","",""
"AL163952.1","tongue squamous cell carcinoma","RNA-seq","differential expression","","","","30755833","details","","","","",""
"AL359062","nasopharyngeal cancer","qPCR etc.","down-regulated","","","","28467811","details","","","","",""
"AL359062","nasopharyngeal cancer","Microarray, qPCR etc.","up-regulated","","","","26448942","details","","","","",""
"ANCR","nasopharyngeal cancer","qPCR, Western blot, RIP, etc.","up-regulated","","","","30568463","details","","","","",""
"ANRIL","laryngeal squamous cell cancer","RT-qPCR, Western blot, Dual luciferase reporter assay","up-regulated","","","","31960744","details","","","","",""
"ANRIL","laryngeal squamous cell cancer","Dual luciferase reporter assay, qRT-PCR, Western blotting","up-regulated","","","","31667207","details","","","","",""
"ANRIL","head and neck squamous cell carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","30555745","details","","","","",""
"ANRIL","oral squamous cell carcinoma","RNA-seq, qPCR, Western blot","up-regulated","","","","31364119","details","","","","",""
"ANRIL","oral squamous cancer","qPCR, Western blot, etc.","down-regulated","","","","29176691","details","","","","",""
"ANRIL","laryngeal squamous cell cancer","qPCR etc.","up-regulated","","","","25257554","details","","","","",""
"ANRIL","oral cancer","qPCR, Luciferase reporter assay, in vitro knockdown etc.","up-regulated","","","","29635126","details","","","","",""
"ANRIL","nasopharyngeal cancer","RT-qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","29463902","details","","","","",""
"ANRIL","nasopharyngeal cancer","qPCR, RNAi, Luciferase reporter assay, MTT assay etc.","up-regulated","","","","28117929","details","","","","",""
"ANRIL","nasopharyngeal cancer","qPCR, Luciferase reporter assays","up-regulated","","","","28402230","details","","","","",""
"ANRIL","nasopharyngeal cancer","qPCR, RNAi, Western blot, MTT assay etc.","up-regulated","","","","27557514","details","","","","",""
"BANCR","oral squamous cell carcinoma","qPCR, Western blot","up-regulated","","","","31654433","details","","","","",""
"BART","nasopharyngeal cancer","Luciferase Reporter Assay, qPCR, RNA-seq","up-regulated","","","","31696060","details","","","","",""
"BC041623","nasopharyngeal cancer","Microarray, qPCR etc.","down-regulated","","","","27886062","details","","","","",""
"BC200","tongue cancer","Northern hybridization, ISH etc.","up-regulated","","","","9422992","details","","","","",""
"BLACAT1","head and neck squamous cell carcinoma","qRT-PCR, Western blot","up-regulated","","","","31944856","details","","","","",""
"BLACAT1","oral squamous cell carcinoma","qRT-PCR, Luciferase Reporter Assay, Western blot Assay","up-regulated","","","","31841186","details","","","","",""
"C2orf48","tongue squamous cell carcinoma","RNA-seq","differential expression","","","","30755833","details","","","","",""
"C5orf66-AS1","oral squamous cell carcinoma","qPCR, Western blot, other","down-regulated","","","","30280186","details","","","","",""
"C5orf66-AS1","oral squamous cell carcinoma","qPCR","differential expression","","","","28415559","details","","","","",""
"CACS15","oral squamous cell carcinoma","qPCR etc.","up-regulated","","","","31793142","details","","","","",""
"CASC15","tongue squamous cell carcinoma","qPCR, Western blot, in vitro knockdown","up-regulated","","","","29804249","details","","","","",""
"CASC15","nasopharyngeal cancer","RT-qPCR, Luciferase Reporter Gene Assay","up-regulated","","","","31696476","details","","","","",""
"CASC15","tongue squamous cell carcinoma","RT-qPCR","up-regulated","","","","31665008","details","","","","",""
"CASC15","tongue squamous cell carcinoma","qPCR, Western blot etc.","up-regulated","","","","29804249","details","","","","",""
"CASC2","oral squamous cell carcinoma","RT-qPCR, Western blot","down-regulated","","","","32009793","details","","","","",""
"CASC2","oral squamous cell carcinoma","qRT-PCR , Luciferase reporter assay , Western blot etc.","down-regulated","","","","31123403","details","","","","",""
"CASC2","oral squamous cell carcinoma","qPCR, other","down-regulated","","","","30467776","details","","","","",""
"CASC2","nasopharyngeal cancer","qPCR, Luciferase reporter assay, RIP, etc.","down-regulated","","","","30569153","details","","","","",""
"CASC2","oral squamous cell carcinoma","qPCR, Western blot","down-regulated","","","","31210307","details","","","","",""
"CASC9","tongue squamous cell carcinoma","qRT-PCR","up-regulated","","","","32021442","details","","","","",""
"CASC9","nasopharyngeal cancer","qRT-PCR, Western blot, Luciferase activity assay, RIP","up-regulated","","","","31933798","details","","","","",""
"CASC9","laryngeal cancer","qRT-PCR","up-regulated","","","","31669650","details","","","","",""
"CASC9","head and neck squamous cell carcinoma","qPCR, other","down-regulated","","","","31412811","details","","","","",""
"CASC9","oral squamous cell carcinoma","qPCR, Western blot, in vitro knockdown, etc.","up-regulated","","","","30674868","details","","","","",""
"CASC9","nasopharyngeal cancer","qPCR, Western blot","up-regulated","","","","28398871","details","","","","",""
"CCAT1","oral squamous cell carcinoma","qRT-PCR, Western blot, RIP","down-regulated","","","","32009633","details","","","","",""
"CCAT1","nasopharyngeal cancer","qPCR, other","up-regulated","","","","30013670","details","","","","",""
"CCAT1","oral squamous cell carcinoma","qPCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31599709","details","","","","",""
"CCAT1","head and neck squamous cell carcinoma","Microarray, qPCR etc.","differential expression","","","","28159935","details","","","","",""
"CCAT1","oral squamous cell carcinoma","qPCR","up-regulated","","","","28413645","details","","","","",""
"CCAT1","laryngeal squamous cell cancer","qPCR, Western blot","up-regulated","","","","27830017","details","","","","",""
"CCAT1","nasopharyngeal cancer","qPCR, western blot, luciferase reporter assay, MIT","differential expression","","","","28358263","details","","","","",""
"CCAT1","laryngeal squamous cell cancer","qPCR, western blot, Luciferase reporter assays etc.","up-regulated","","","","28631575","details","","","","",""
"CCAT1","nasopharyngeal cancer","qRT-PCR, ect.","up-regulated","","","","30013670","details","","","","",""
"CCAT2","oral squamous cell carcinoma","qPCR etc.","up-regulated","","","","27220388","details","","","","",""
"CCAT2","oral squamous cell carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","28671055","details","","","","",""
"CCHE1","oral squamous cell carcinoma","qRT-PCR, Western blot","up-regulated","","","","31981240","details","","","","",""
"CDKN2B-AS1","laryngeal squamous cell cancer","qRT-PCR, Western blot, RIP","up-regulated","","","","31754305","details","","","","",""
"CEBPA-AS1","oral squamous cell carcinoma","Microarray, qPCR, Western blot, in vitro knockdown etc.","up-regulated","","","","29281558","details","","","","",""
"CILA1","tongue squamous cell carcinoma","qPCR, Western blot etc.","up-regulated","","","","29699939","details","","","","",""
"circ_0000140","oral squamous cell carcinoma","qPCR, western blotting, immunofluorescence, and immunohistochemistry","down-regulated","","","","32041942","details","","","","",""
"circ_0000285","laryngeal cancer","qPCR, western blot","up-regulated","","","","31858548","details","","","","",""
"circ_0000285","nasopharyngeal cancer","RT?qPCR","up-regulated","","","","30405788","details","","","","",""
"circ_0000495","head and neck squamous cell carcinoma","qPCR","differential expressed","","","","32231744","details","","","","",""
"circ_0001189","hypopharyngeal squamous cell carcinoma","qRT-PCR","down-regulated","","","","28514762","details","","","","",""
"circ_0001742","tongue squamous cell carcinoma","qPCR, MTT and flow cytometry assay","up-regulated","","","","31841185","details","","","","",""
"circ_0001742","tongue squamous cell carcinoma","qPCR","up-regulated","","","","30944081","details","","","","",""
"circ_0001874","Oral Squamous Cell Carcinoma","qPCR, Microarray, other","up-regulated","","","","29991057","details","","","","",""
"circ_0001971","oral squamous cell carcinoma","qPCR, RIP","up-regulated","","","","32196598","details","","","","",""
"circ_0001971","Oral Squamous Cell Carcinoma","qPCR, Microarray, other","up-regulated","","","","29991057","details","","","","",""
"circ_0002260","hypopharyngeal squamous cell carcinoma","qRT-PCR","down-regulated","","","","28514762","details","","","","",""
"circ_0004491","oral squamous cell carcinoma","qPCR and western blot","down-regulated","","","","31669576","details","","","","",""
"circ_0005379","oral squamous cell carcinoma","qRT-PCR , western blot , CCK-8 assay , 5-ethynyl-2?-deoxyuridine (EdU) incorporation assay , migration and invasion assays , tube formation assay , flow cytometry , wound-healing assay","down-regulated","","","","31035951","details","","","","",""
"circ_000543","nasopharyngeal cancer","qPCR","up-regulated","","","","30928094","details","","","","",""
"circ_0007059","oral squamous cell carcinoma","RNA-seq, Microarray, qPCR","down-regulated","","","","30680715","details","","","","",""
"circ_0008309","Oral squamous cell carcinoma","RT-qPCR, Western blotting","down-regulated","","","","30344795","details","","","","",""
"circ_0008450","nasopharyngeal cancer","qRT-PCR , Western blotting , CCK-8 assay , wound healing assays , transwell experiments , Dual luciferase reporter assays","up-regulated","","","","31344361","details","","","","",""
"circ_001242","oral squamous cell carcinoma","qPCR, other","down-regulated","","","","30069275","details","","","","",""
"circ_0023028","laryngeal cancer","qRT-PCR , luciferase reporter assay , transwell migration and invasion assay","up-regulated","","","","31123169","details","","","","",""
"circ_0024108","hypopharyngeal squamous cell carcinoma","qRT-PCR","up-regulated","","","","28514762","details","","","","",""
"circ_0036722","hypopharyngeal squamous cell carcinoma","qRT-PCR","down-regulated","","","","28514762","details","","","","",""
"circ_0042666","laryngeal squamous cell carcinoma","qPCR","down-regulated","","","","31525642","details","","","","",""
"circ_0055538","oral squamous cell carcinoma","qPCR","down-regulated","","","","30857544","details","","","","",""
"circ_0057481","laryngeal cancer","qPCR","up-regulated","","","","31933802","details","","","","",""
"circ_0058106","hypopharyngeal squamous cell carcinoma","qRT-PCR","up-regulated","","","","28514762","details","","","","",""
"circ_0058107","hypopharyngeal squamous cell carcinoma","qRT-PCR","up-regulated","","","","28514762","details","","","","",""
"circ_0072387","oral squamous cell carcinoma","qPCR","down-regulated","","","","30908839","details","","","","",""
"circ_0086414","oral squamous cell carcinoma","qPCR","up-regulated","","","","31933490","details","","","","",""
"circ_009755","oral squamous cell carcinoma","qRT-PCR","down-regulated","","","","31213827","details","","","","",""
"circ_0109291","oral squamous cell carcinoma","CCK-8 assay, Wound healing assay, Flow cytometry for apoptosis, RT-qPCR, Western blotting","up-regulated","","","","30483394","details","","","","",""
"circ_036186","head and neck squamous cell carcinoma","qPCR, Microarray, other","up-regulated","","","","30066847","details","","","","",""
"circ_081069","tongue squamous cell carcinoma","qPCR, Western blotting","differential expressed","","","","32319610","details","","","","",""
"circ_100290","laryngeal squamous cell carcinoma","qPCR, western blot","up-regulated","","","","32014687","details","","","","",""
"circ_100290","oral squamous cell carcinoma","qRT-PCR , Luciferase reporter assay , IHC , immunoblotting , flow cytometer assay , colony formation assay","up-regulated","","","","31187488","details","","","","",""
"circ_100290","oral squamous cell carcinoma","RT-PCR, Immunohistochemistry and immunofluorescence analysis, Western blot analysis, RNA interference and transfection assay, Cell cycle analysis, MTT assay and BrdU incorporation assay, Luciferase and EGFP/RFP reporter assay","up-regulated","","","","28368401","details","","","","",""
"circ_100533","oral squamous cell carcinoma","qRT-PCR , luciferase reporter assay , western blot , RIP , RNase R digestion , sanger sequencing , immunohistochemistry , cell proliferation assay , colony formation assay , cell migration assays , flow cytometric annexin V/PI apoptosis","down-regulated","","","","31297884","details","","","","",""
"circANF609","nasopharyngeal cancer","qPCR, Western blotting, RIP","up-regulated","","","","32273713","details","","","","",""
"circATRNL1","oral squamous cell carcinoma","Sanger sequencing, RNase R treatment","down-regulated","","","","32032888","details","","","","",""
"circCCND1","laryngeal squamous cell carcinoma","qPCR","up-regulated","","","","31951319","details","","","","",""
"circCDR1as","nasopharyngeal cancer","qPCR, CCK-8 and luciferase reporter assay","up-regulated","","","","31582908","details","","","","",""
"circCDR1as","laryngeal squamous cell carcinoma","CCK?8 assay, Colony formation assay, Flow cytometry assays, Transwell assay, Western blot, qRT?PCR, Immunohistochemistry and immunofluorescence assays, Xenograft animal studies","up-regulated","","","","30182381","details","","","","",""
"circCDR1as","Laryngeal Squamous Cell Carcinoma","qPCR, western blot, other","up-regulated","","","","30182381","details","","","","",""
"circCRIM1","nasopharyngeal cancer","qPCR, RNA immunoprecipitation, luciferase reporter assay, pull-down assay","up-regulated","","","","32061262","details","","","","",""
"circDOCK1","Oral squamous cell carcinoma","Microarray, qPCR, Western blot","up-regulated","","","","29286141","details","","","","",""
"circFLNA","laryngeal squamous cell carcinoma","qPCR, western blot, transwell assay","up-regulated","","","","31384171","details","","","","",""
"circHIPK3","nasopharyngeal cancer","qPCR, other","up-regulated","","","","30070690","details","","","","",""
"circMATR3","hypopharyngeal cancer","qPCR","up-regulated","","","","32166857","details","","","","",""
"circMORC3","hypopharyngeal cancer","qPCR","down-regulated","","","","32021421","details","","","","",""
"circMYLK","laryngeal squamous cell carcinoma","qPCR","up-regulated","","","","31427478","details","","","","",""
"circPKD2","oral squamous cell carcinoma","qRT-PCR , luciferase reporter assay , western blot , circRNA Microarray , cell proliferation assay , wound?healing assay , migration and invasion assay , cell cycle assay , apoptosis assay , immunohistochemistry assay","down-regulated","","","","31206208","details","","","","",""
"circPVT1","oral squamous cell carcinoma","qPCR","up-regulated","","","","31485648","details","","","","",""
"circRASSF2","laryngeal squamous cell carcinoma","western blot, luciferase assays","up-regulated","","","","30992382","details","","","","",""
"circRPMS1","nasopharyngeal cancer","qPCR, Cell proliferation assay, cell apoptosis assay, cell invasion assay, luciferase reporter assay, RNA immunoprecipitation","up-regulated","","","","31695488","details","","","","",""
"circSERPINA3","nasopharyngeal cancer","qPCR, Western blotting","up-regulated","","","","32328195","details","","","","",""
"circUHRF1","oral squamous cell carcinoma","qPCR","up-regulated","","","","31570856","details","","","","",""
"circZNF609","nasopharyngeal cancer","qRT-PCR , western blot , luciferase reporter assay , RNase R digestion , cell proliferation assay , cell migration assay , cell invasion assay , wound healing assay","up-regulated","","","","31002133","details","","","","",""
"CRNDE","tongue squamous cell carcinoma","qPCR, Western blot, other","up-regulated","","","","30242873","details","","","","",""
"CTC-297N7.9","laryngeal squamous cell cancer","Microarray, qPCR","down-regulated","","","","30128795","details","","","","",""
"CTD-2263F21.1","nasopharyngeal cancer","Microarray, qPCR etc.","up-regulated","","","","27886062","details","","","","",""
"CTD-2357A8.3","head and neck squamous cell carcinoma","other","up-regulated","","","","31807160","details","","","","",""
"DANCR","nasopharyngeal cancer","qPCR","up-regulated","","","","30849642","details","","","","",""
"DANCR","nasopharyngeal cancer","qPCR, Western blot","up-regulated","","","","30720067","details","","","","",""
"DANCR","tongue squamous cell carcinoma","qRT-PCR, Luciferase reporter assay, Western blot","up-regulated","","","","31827393","details","","","","",""
"DANCR","nasopharyngeal cancer","qPCR, Western blot, in vitro knockdown, RIP, etc.","up-regulated","","","","30555573","details","","","","",""
"DGCR5","laryngeal cancer","qPCR, Western blot, Luciferase reporter assay, RNAi, RIP","up-regulated","","","","30980388","details","","","","",""
"DGCR5","laryngeal cancer","qPCR, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","30549038","details","","","","",""
"DLEU1","nasopharyngeal cancer","qPCR, Western blot, Luciferase reporter assay etc","up-regulated","","","","32214823","details","","","","",""
"DLEU1","oral squamous cell carcinoma","Microarray, qPCR, Western blot","up-regulated","","","","30069008","details","","","","",""
"DLEU2","laryngeal cancer","qPCR, Luciferase reporter assay, in vitro knockdown etc.","down-regulated","","","","29687850","details","","","","",""
"DLX6-AS1","laryngeal cancer","qPCR, Western blot etc.","up-regulated","","","","32368147","details","","","","",""
"DLX6-AS1","nasopharyngeal cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc","up-regulated","","","","31782911","details","","","","",""
"DLX6-AS1","laryngeal squamous cell cancer","qRT-PCR","up-regulated","","","","31814904","details","","","","",""
"DRAIC","nasopharyngeal cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","31497998","details","","","","",""
"DUXAP8","oral cancer","qPCR, RIP etc.","up-regulated","","","","32304409","details","","","","",""
"ELF3-AS1","oral squamous cell carcinoma","RT-qPCR, Western blot","up-regulated","","","","31686842","details","","","","",""
"ENST00000411815","nasopharyngeal cancer","Microarray, qPCR etc.","down-regulated","","","","25406670","details","","","","",""
"ENST00000429469","nasopharyngeal cancer","Microarray, qPCR etc.","down-regulated","","","","25406670","details","","","","",""
"ENST00000438550","nasopharyngeal cancer","Microarray, qPCR etc.","up-regulated","","","","26448942","details","","","","",""
"ENST00000440518","nasopharyngeal cancer","Microarray, qPCR etc.","down-regulated","","","","25406670","details","","","","",""
"ENST00000443373","nasopharyngeal cancer","Microarray, qPCR etc.","up-regulated","","","","25406670","details","","","","",""
"ENST00000457799","nasopharyngeal cancer","Microarray, qPCR etc.","down-regulated","","","","25406670","details","","","","",""
"ENST00000470447.1","oral cancer","qPCR, Microarray","up-regulated","","","","30969450","details","","","","",""
"ENST00000498296","nasopharyngeal cancer","Microarray, qPCR etc.","up-regulated","","","","26448942","details","","","","",""
"ENST00000513638","nasopharyngeal cancer","Microarray, qPCR etc.","up-regulated","","","","25406670","details","","","","",""
"ENST00000514571","nasopharyngeal cancer","Microarray, qPCR etc.","down-regulated","","","","25406670","details","","","","",""
"ENST00000565929","nasopharyngeal cancer","Microarray, qPCR etc.","down-regulated","","","","25406670","details","","","","",""
"ENST00000566575","nasopharyngeal cancer","Microarray, qPCR etc.","down-regulated","","","","25406670","details","","","","",""
"EPB41L4A-AS2","head and neck squamous cell carcinoma","RNA-seq, Microarray, qPCR, Western blot","down-regulated","","","","29490660","details","","","","",""
"ERVH48-1","tongue squamous cell carcinoma","RNA-seq","differential expression","","","","30755833","details","","","","",""
"EWSAT1","nasopharyngeal cancer","qPCR, Western blot","up-regulated","","","","29966979","details","","","","",""
"EWSAT1","nasopharyngeal cancer","qPCR, Cell transfection, Western blot, Luciferase reporter assay, RNA pull-down assay etc.","up-regulated","","","","27816050","details","","","","",""
"FAL1","oral squamous cell carcinoma","qPCR, Western blot","up-regulated","","","","31298329","details","","","","",""
"FALEC","Tongue squamous cell carcinoma","qPCR, Western blot, in vitro knockdown, RIP","down-regulated","","","","31335317","details","","","","",""
"FAM225A","nasopharyngeal cancer","Microarray, qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","31331909","details","","","","",""
"FAM87A","tongue squamous cell carcinoma","RNA-seq","differential expression","","","","30755833","details","","","","",""
"FEZF1-AS1","nasopharyngeal cancer","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","30355645","details","","","","",""
"FEZF1-AS1","oral squamous cell carcinoma","qPCR, Luciferase reporter assay","up-regulated","","","","31378890","details","","","","",""
"FGD5-AS1","oral squamous cell carcinoma","qRT-PCR, Western blot, Luciferase Reporter Assay","up-regulated","","","","31899825","details","","","","",""
"FLJ22447","oral squamous cell carcinoma","RNA-seq, qPCR, RIP","up-regulated","","","","29346528","details","","","","",""
"FOXCUT","oral squamous cell carcinoma","qPCR, RNAi, Western blot etc.","up-regulated","","","","24889262","details","","","","",""
"FOXD2-AS1","nasopharyngeal cancer","qPCR, Western blot, in vitro knockdown etc.","up-regulated","","","","29248577","details","","","","",""
"FOXD3-AS1","nasopharyngeal cancer","RT-qPCR, Western blot, Microarray","up-regulated","","","","32073875","details","","","","",""
"FR302050","head and neck squamous cell carcinoma","Microarray, qPCR etc.","down-regulated","","","","28159935","details","","","","",""
"FRMD6-AS1","nasopharyngeal cancer","Microarray, qPCR etc.","up-regulated","","","","27886062","details","","","","",""
"FTH1P3","laryngeal squamous cell cancer","qRT-PCR, in vitro knockdown etc.","up-regulated","","","","31142627","details","","","","",""
"FTH1P3","oral squamous cell carcinoma","qPCR, Western blot, in vitro knockdown, etc.","up-regulated","","","","30556871","details","","","","",""
"FTH1P3","oral squamous cell carcinoma","qPCR, Cell transfection, Western blot, Luciferase reporter assay, RNA pull-down assay etc.","up-regulated","","","","28093311","details","","","","",""
"GAS5","oral squamous cell carcinoma","qRT-PCR , Luciferase reporter assay , RNAi , in vitro knockdown etc.","up-regulated","","","","31583913","details","","","","",""
"GAS5","laryngeal squamous cell cancer","qRT-PCR, Western blotting etc.","down-regulated","","","","31572003","details","","","","",""
"GAS5","oral squamous cell carcinoma","qPCR, Western blot, etc.","down-regulated","","","","30576678","details","","","","",""
"GAS5","head and neck cancer","qPCR etc.","down-regulated","","","","26482616","details","","","","",""
"GAS5","nasopharyngeal cancer","DNA Extraction and genotyping, SNPs selections etc.","differential expression","","","","28977945","details","","","","",""
"GHET1","head and neck cancer","qPCR etc.","up-regulated","","","","29725422","details","","","","",""
"GIHCG","tongue squamous cell carcinoma","qPCR","up-regulated","","","","29953645","details","","","","",""
"GIHCG","tongue squamous cell carcinoma","qPCR","up-regulated","","","","29953645","details","","","","",""
"GNAS-AS1","nasopharyngeal cancer","qPCR, Western blot etc","up-regulated","","","","32271425","details","","","","",""
"H19","oral squamous cell carcinoma","qPCR, Luciferase reporter assay","differential expression","","","","29844862","details","","","","",""
"H19","nasopharyngeal cancer","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","31556327","details","","","","",""
"H19","oral squamous cell carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.","up-regulated","","","","29344674","details","","","","",""
"H19","nasopharyngeal cancer","qPCR, Western blot, RIP etc.","up-regulated","","","","27040767","details","","","","",""
"H19","laryngeal squamous cell cancer","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","26872375","details","","","","",""
"H19","tongue squamous cell carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29523225","details","","","","",""
"H19","head and neck squamous cell carcinoma","qPCR etc.","down-regulated","","","","11592232","details","","","","",""
"H19","head and neck squamous cell carcinoma","qPCR etc.","differential expression","","","","10597307","details","","","","",""
"H19","nasopharyngeal cancer","qPCR, Northern blot, ISH etc.","up-regulated","","","","12569573","details","","","","",""
"H19","head and neck squamous cell carcinoma","qPCR, Cell transfection, Cell proliferation assay, Cell migration and invasion assay etc.","up-regulated","","","","27994496","details","","","","",""
"HAGLROS","nasopharyngeal cancer","qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31334669","details","","","","",""
"HAS2-AS1","oral squamous cell carcinoma","Microarray, qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","28485478","details","","","","",""
"HCG11","laryngeal cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc","down-regulated","","","","32271435","details","","","","",""
"HCG18","nasopharyngeal cancer","RT-PCR, Western blot, Luciferase Reporter Assays","up-regulated","","","","31841193","details","","","","",""
"HCG22","oral squamous cell carcinoma","qPCR","differential expression","","","","28415559","details","","","","",""
"HCP5","oral squamous cell carcinoma","RT-qPCR, Western blot analysis, Dual Luciferase Reporter Assay","up-regulated","","","","31849534","details","","","","",""
"HNF1A-AS","nasopharyngeal cancer","qPCR, RNAi, Cell proliferation assay etc.","up-regulated","","","","26756620","details","","","","",""
"HNF1A-AS1","oral squamous cell carcinoma","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","30404566","details","","","","",""
"HOTAIR","oral squamous cell carcinoma","qRT-PCR, Western blot","up-regulated","","","","31995261","details","","","","",""
"HOTAIR","laryngeal cancer","RT-qPCR, Western blot analysis, Dual Luciferase Reporter Gene Assay, RIP","up-regulated","","","","31849488","details","","","","",""
"HOTAIR","laryngeal squamous cell cancer","qRT-PCR , Western blot etc.","up-regulated","","","","31171714","details","","","","",""
"HOTAIR","oral squamous cell carcinoma","qPCR, Western blot","up-regulated","","","","30053324","details","","","","",""
"HOTAIR","nasopharyngeal cancer","qPCR, Luciferase reporter assay, other","up-regulated","","","","30314699","details","","","","",""
"HOTAIR","head and neck squamous cell carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31297902","details","","","","",""
"HOTAIR","laryngeal squamous cell cancer","qPCR, Western blot etc.","up-regulated","","","","25099764","details","","","","",""
"HOTAIR","head and neck squamous cell carcinoma","Microarray, qPCR etc.","differential expression","","","","28159935","details","","","","",""
"HOTAIR","nasopharyngeal cancer","qPCR, Western blotting etc.","up-regulated","","","","29228426","details","","","","",""
"HOTAIR","nasopharyngeal cancer","qPCR, RNAi, Western blot, Luciferase reporter assay, Flow cytometry assay etc.","up-regulated","","","","26717040","details","","","","",""
"HOTAIR","nasopharyngeal cancer","qPCR, ISH etc.","up-regulated","","","","23281836","details","","","","",""
"HOTAIR","oral squamous cell carcinoma","qPCR, RNAi, Western blot, Flow cytometry assay, Cell proliferation assay etc.","up-regulated","","","","27904675","details","","","","",""
"HOTAIR","oral squamous cell carcinoma","qPCR, RNAi, MTT assay etc.","up-regulated","","","","26036760","details","","","","",""
"HOTAIR","head and neck squamous cell carcinoma","qPCR, Western blot, Flow cytometry assay etc.","differential expression","","","","26592246","details","","","","",""
"HOTAIR","laryngeal squamous cell cancer","qPCR etc.","up-regulated","","","","25257554","details","","","","",""
"HOTAIR","laryngeal squamous cell cancer","qPCR, in vitro knockdown etc.","up-regulated","","","","23141928","details","","","","",""
