,NCBI Reference Number,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS
112,NR_002578.3,5,0,0
113,NR_152521.1,6,0,0
114,NR_152522.1,5,0,0
115,NR_152523.1,5,0,0
116,NR_152524.1,5,0,0
117,NR_152525.1,5,0,0
118,NR_152526.1,5,0,0
119,NR_152527.1,3,0,0
120,NR_152528.1,4,0,0
121,NR_152529.1,3,0,0
122,NR_152530.1,5,0,0
123,NR_152531.1,5,0,0
124,NR_152532.1,5,0,0
125,NR_152533.1,5,0,0
126,NR_152534.1,5,0,0
127,NR_002578.3,5,0,0
128,NR_152521.1,6,0,0
129,NR_152522.1,5,0,0
130,NR_152523.1,5,0,0
131,NR_152524.1,5,0,0
132,NR_152525.1,5,0,0
133,NR_152526.1,5,0,0
134,NR_152527.1,3,0,0
135,NR_152528.1,4,0,0
136,NR_152529.1,3,0,0
137,NR_152530.1,5,0,0
138,NR_152531.1,5,0,0
139,NR_152532.1,5,0,0
140,NR_152533.1,5,0,0
141,NR_152534.1,5,0,0
142,NR_002578.3,5,0,0
143,NR_152521.1,6,0,0
144,NR_152522.1,5,0,0
145,NR_152523.1,5,0,0
146,NR_152524.1,5,0,0
147,NR_152525.1,5,0,0
148,NR_152526.1,5,0,0
149,NR_152527.1,3,0,0
150,NR_152528.1,4,0,0
151,NR_152529.1,3,0,0
152,NR_152530.1,5,0,0
153,NR_152531.1,5,0,0
154,NR_152532.1,5,0,0
155,NR_152533.1,5,0,0
156,NR_152534.1,5,0,0
157,NR_002578.3,5,0,0
158,NR_152521.1,6,0,0
159,NR_152522.1,5,0,0
160,NR_152523.1,5,0,0
161,NR_152524.1,5,0,0
162,NR_152525.1,5,0,0
163,NR_152526.1,5,0,0
164,NR_152527.1,3,0,0
165,NR_152528.1,4,0,0
166,NR_152529.1,3,0,0
167,NR_152530.1,5,0,0
168,NR_152531.1,5,0,0
169,NR_152532.1,5,0,0
170,NR_152533.1,5,0,0
171,NR_152534.1,5,0,0
172,NR_002578.3,5,0,0
173,NR_152521.1,6,0,0
174,NR_152522.1,5,0,0
175,NR_152523.1,5,0,0
176,NR_152524.1,5,0,0
177,NR_152525.1,5,0,0
178,NR_152526.1,5,0,0
179,NR_152527.1,3,0,0
180,NR_152528.1,4,0,0
181,NR_152529.1,3,0,0
182,NR_152530.1,5,0,0
183,NR_152531.1,5,0,0
184,NR_152532.1,5,0,0
185,NR_152533.1,5,0,0
186,NR_152534.1,5,0,0
187,NR_002578.3,5,0,0
188,NR_152521.1,6,0,0
189,NR_152522.1,5,0,0
190,NR_152523.1,5,0,0
191,NR_152524.1,5,0,0
192,NR_152525.1,5,0,0
193,NR_152526.1,5,0,0
194,NR_152527.1,3,0,0
195,NR_152528.1,4,0,0
196,NR_152529.1,3,0,0
197,NR_152530.1,5,0,0
198,NR_152531.1,5,0,0
199,NR_152532.1,5,0,0
200,NR_152533.1,5,0,0
201,NR_152534.1,5,0,0
202,NR_002578.3,5,0,0
203,NR_152521.1,6,0,0
204,NR_152522.1,5,0,0
205,NR_152523.1,5,0,0
206,NR_152524.1,5,0,0
207,NR_152525.1,5,0,0
208,NR_152526.1,5,0,0
209,NR_152527.1,3,0,0
210,NR_152528.1,4,0,0
211,NR_152529.1,3,0,0
212,NR_152530.1,5,0,0
213,NR_152531.1,5,0,0
214,NR_152532.1,5,0,0
215,NR_152533.1,5,0,0
216,NR_152534.1,5,0,0
217,NR_002578.3,5,0,0
218,NR_152521.1,6,0,0
219,NR_152522.1,5,0,0
220,NR_152523.1,5,0,0
221,NR_152524.1,5,0,0
222,NR_152525.1,5,0,0
223,NR_152526.1,5,0,0
224,NR_152527.1,3,0,0
225,NR_152528.1,4,0,0
226,NR_152529.1,3,0,0
227,NR_152530.1,5,0,0
228,NR_152531.1,5,0,0
229,NR_152532.1,5,0,0
230,NR_152533.1,5,0,0
231,NR_152534.1,5,0,0
232,NR_149020.1,37,6,2
233,NR_130107.1,9,1,0
234,NR_015363.2,19,2,0
235,NR_126044.1,15,2,0
236,NR_12045.1,9,0,0
237,NR_126046.1,8,0,0
238,NR_002196.2,27,9,2
239,NR_131223.1,26,9,2
240,NR_131224.1,11,1,0
241,NR_002196.2,27,9,2
242,NR_131223.1,26,9,2
243,NR_131224.1,11,1,0
244,NR_002196.2,27,9,2
245,NR_131223.1,26,9,2
246,NR_131224.1,11,1,0
247,NR_002196.2,27,9,2
248,NR_131223.1,26,9,2
249,NR_131224.1,11,1,0
250,NR_002196.2,27,9,2
251,NR_131223.1,26,9,2
252,NR_131224.1,11,1,0
253,NR_002196.2,27,9,2
254,NR_131223.1,26,9,2
255,NR_131224.1,11,1,0
256,NR_002196.2,27,9,2
257,NR_131223.1,26,9,2
258,NR_131224.1,11,1,0
259,NR_026790.1,31,4,0
260,NR_026790.1,31,4,0
261,NR_040662.1,21,2,0
262,NR_047517.1,17,1,0
263,NR_003716.3,16,1,0
264,NR_047518.1,15,1,0
265,NR_047517.1,17,1,0
266,NR_003716.3,16,1,0
267,NR_047518.1,15,1,0
268,NR_047517.1,17,1,0
269,NR_003716.3,16,1,0
270,NR_047518.1,15,1,0
271,NR_047517.1,17,1,0
272,NR_003716.3,16,1,0
273,NR_047518.1,15,1,0
274,NR_047517.1,17,1,0
275,NR_003716.3,16,1,0
276,NR_047518.1,15,1,0
277,NR_047517.1,17,1,0
278,NR_003716.3,16,1,0
279,NR_047518.1,15,1,0
280,NR_047517.1,17,1,0
281,NR_003716.3,16,1,0
282,NR_047518.1,15,1,0
283,NR_047517.1,17,1,0
284,NR_003716.3,16,1,0
285,NR_047518.1,15,1,0
286,NR_047517.1,17,1,0
287,NR_003716.3,16,1,0
288,NR_047518.1,15,1,0
289,NR_047517.1,17,1,0
290,NR_003716.3,16,1,0
291,NR_047518.1,15,1,0
292,NR_037843.3,37,3,0
293,NR_037843.3,37,3,0
294,NR_037843.3,37,3,0
295,NR_037843.3,37,3,0
296,NR_037843.3,37,3,0
297,NR_002795.2,16,2,0
298,NR_110458.1,25,2,0
299,NR_110459.1,23,2,0
300,NR_110460.1,23,2,0
301,NR_110461.1,22,1,0
302,NR_110462.1,25,2,0
303,NR_110463.1,24,1,0
304,NR_110464.1,24,1,0
305,NR_110465.1,21,2,0
306,NR_110466.1,21,2,0
307,NR_033979.2,20,2,0
308,NR_110467.1,23,1,0
309,NR_110468.1,23,1,0
310,NR_004855.2,1,0,0
311,NR_004855.2,1,0,0
312,NR_004855.2,1,0,0
313,NR_046452.1,4,0,0
314,NR_028043.2,24,3,0
315,NR_133657.1,25,2,0
316,NR_024333.1,19,0,0
317,NR_002728.3,538,41,2
318,NR_134649.1,4,0,0
319,NR_134650.1,4,0,0
320,NR_134651.1,3,0,0
321,NR_015431.2,16,3,0
322,NR_024153.2,7,1,0
323,NR_109850.1,18,3,0
324,NR_109851.1,16,3,0
325,NR_109852.1,16,3,0
326,NR_109853.1,13,2,0
327,NR_109854.1,13,2,0
328,NR_109855.1,13,2,0
329,NR_034120.1,9,0,0
330,NR_110472.1,8,0,0
331,NR_110473.1,3,0,0
332,NR_170175.1,21,2,0
333,NR_170176.1,19,2,0
334,NR_015431.2,16,3,0
335,NR_024153.2,7,1,0
336,NR_109850.1,18,3,0
337,NR_109851.1,16,3,0
338,NR_109852.1,16,3,0
339,NR_109853.1,13,2,0
340,NR_109854.1,13,2,0
341,NR_109855.1,13,2,0
342,NR_034120.1,9,0,0
343,NR_110472.1,8,0,0
344,NR_110473.1,3,0,0
345,NR_170175.1,21,2,0
346,NR_170176.1,19,2,0
347,NR_048536.2,15,0,0
348,NR_152602.1,13,0,0
349,NR_048536.2,15,0,0
350,NR_152602.1,13,0,0
351,NR_024347.2,25,1,0
352,NR_038400.1,3,0,0
353,NR_145420.1,14,0,0
354,NR_023390.1,43,3,0
355,NR_023389.1,14,0,0
356,NR_027793.1,8,0,0
357,NR_132398.1,26,0,0
358,NR_038861.1,24,0,0
359,NR_132399.1,19,0,0
360,NR_038883.2,18,0,0
361,NR_134558.1,14,0,0
362,NR_134559.1,4,0,0
363,NR_027301.1,5,1,0
364,NR_026956.1,22,0,0
365,NR_038278.1,15,2021,0
366,NR_038279.1,7,01,0
367,NR_137281.2,24,2,0
368,NR_137280.2,23,2,0
369,NR_036488.1,22,1,0
370,NR_152515.1,22,1,0
371,NR_152516.1,25,2,0
372,NR_120419.1,14,4,0
373,NR_108046.1,1,0,0
374,NR_015417.1,19,0,0
375,NR_038955.1,20,1,0
376,NR_122105.1,7,0,0
377,NR_122105.1,7,0,0
378,NR_040001.2,2,0,0
379,NR_027468.3,10,0,0
380,NR_104014.2,7,0,0
381,NR_027468.3,10,0,0
382,NR_104014.2,7,0,0
383,NR_122111.1,19,0,0
384,NR_122112.1,9,0,0
385,NR_138480.1,5,2,0
386,NR_160525.1,16,1,0
387,NR_040066.1,12,3,0
388,NR_040067.1,10,3,0
389,NR_040068.1,11,0,0
390,NR_040069.1,9,0,0
391,NR_040070.1,10,1,0
392,NR_040066.1,12,3,0
393,NR_040067.1,10,3,0
394,NR_040068.1,11,0,0
395,NR_040069.1,9,0,0
396,NR_040070.1,10,1,0
397,NR_109998.1,4,0,0
398,NR_103548.1,3,0,0
399,NR_103549.1,2,0,0
400,NR_002819.4,46,7,0
401,NR_144567.1,47,7,0
402,NR_144568.1,47,6,0
403,NR_002819.4,46,7,0
404,NR_144567.1,47,7,0
405,NR_144568.1,47,6,0
406,NR_002819.4,46,7,0
407,NR_144567.1,47,7,0
408,NR_144568.1,47,6,0
409,NR_002819.4,46,7,0
410,NR_144567.1,47,7,0
411,NR_144568.1,47,6,0
412,NR_002819.4,46,7,0
413,NR_144567.1,47,7,0
414,NR_144568.1,47,6,0
415,NR_002819.4,46,7,0
416,NR_144567.1,47,7,0
417,NR_144568.1,47,6,0
418,NR_002819.4,46,7,0
419,NR_144567.1,47,7,0
420,NR_144568.1,47,6,0
421,NR_002819.4,46,7,0
422,NR_144567.1,47,7,0
423,NR_144568.1,47,6,0
424,NR_002819.4,46,7,0
425,NR_144567.1,47,7,0
426,NR_144568.1,47,6,0
427,NR_002819.4,46,7,0
428,NR_144567.1,47,7,0
429,NR_144568.1,47,6,0
430,NR_002819.4,46,7,0
431,NR_144567.1,47,7,0
432,NR_144568.1,47,6,0
433,NR_024475.1,2,0,0
434,NR_110565.1,9,0,0
435,NR_002776.4,9,0,0
436,NR_110566.1,10,0,0
437,NR_110567.1,11,0,0
438,NR_002766.2,14,2,0
439,NR_003530.2,17,2,0
440,NR_003531.3,16,2,0
441,NR_033358.1,15,2,0
442,NR_033359.1,15,2,0
443,NR_033360.1,15,2,0
444,NR_046464.1,15,2,0
445,NR_046465.2,15,2,0
446,NR_046466.1,15,2,0
447,NR_046467.1,16,2,0
448,NR_046469.1,15,2,0
449,NR_046470.2,17,2,0
450,NR_046471.1,15,2,0
451,NR_046472.1,16,2,0
452,NR_046473.1,81,12,0
453,NR_002766.2,14,2,0
454,NR_003530.2,17,2,0
455,NR_003531.3,16,2,0
456,NR_033358.1,15,2,0
457,NR_033359.1,15,2,0
458,NR_033360.1,15,2,0
459,NR_046464.1,15,2,0
460,NR_046465.2,15,2,0
461,NR_046466.1,15,2,0
462,NR_046467.1,16,2,0
463,NR_046469.1,15,2,0
464,NR_046470.2,17,2,0
465,NR_046471.1,15,2,0
466,NR_046472.1,16,2,0
467,NR_046473.1,81,12,0
468,NR_002766.2,14,2,0
469,NR_003530.2,17,2,0
470,NR_003531.3,16,2,0
471,NR_033358.1,15,2,0
472,NR_033359.1,15,2,0
473,NR_033360.1,15,2,0
474,NR_046464.1,15,2,0
475,NR_046465.2,15,2,0
476,NR_046466.1,15,2,0
477,NR_046467.1,16,2,0
478,NR_046469.1,15,2,0
479,NR_046470.2,17,2,0
480,NR_046471.1,15,2,0
481,NR_046472.1,16,2,0
482,NR_046473.1,81,12,0
483,NR_002766.2,14,2,0
484,NR_003530.2,17,2,0
485,NR_003531.3,16,2,0
486,NR_033358.1,15,2,0
487,NR_033359.1,15,2,0
488,NR_033360.1,15,2,0
489,NR_046464.1,15,2,0
490,NR_046465.2,15,2,0
491,NR_046466.1,15,2,0
492,NR_046467.1,16,2,0
493,NR_046469.1,15,2,0
494,NR_046470.2,17,2,0
495,NR_046471.1,15,2,0
496,NR_046472.1,16,2,0
497,NR_046473.1,81,12,0
498,NR_002766.2,14,2,0
499,NR_003530.2,17,2,0
500,NR_003531.3,16,2,0
501,NR_033358.1,15,2,0
502,NR_033359.1,15,2,0
503,NR_033360.1,15,2,0
504,NR_046464.1,15,2,0
505,NR_046465.2,15,2,0
506,NR_046466.1,15,2,0
507,NR_046467.1,16,2,0
508,NR_046469.1,15,2,0
509,NR_046470.2,17,2,0
510,NR_046471.1,15,2,0
511,NR_046472.1,16,2,0
512,NR_046473.1,81,12,0
513,NR_027350.1,18,1,0
514,NR_027349.1,3,1,0
515,NR_027350.1,18,1,0
516,NR_027349.1,3,1,0
517,NR_170290.1,84,3,2
518,NR_038835.1,10,2,0
519,NR_036497.1,18,0,0
520,NR_036497.1,18,0,0
521,NR_036480.1,16,4,0
522,NR_110175.1,9,0,0
523,NR_110176.1,8,0,0
524,NR_110177.1,7,0,0
525,NR_131012.1,134,16,0
526,NR_028272.1,33,8,0
527,NR_131012.1,134,16,0
528,NR_028272.1,33,8,0
529,NR_131012.1,134,16,0
530,NR_028272.1,33,8,0
531,NR_131012.1,134,16,0
532,NR_028272.1,33,8,0
533,NR_027451.1,25,5,0
534,NR_102743.1,9,0,0
535,NR_102744.1,4,0,0
536,NR_125738.1,3,0,0
537,NR_133663.1,1,0,0
538,NR_024617.1,18,0,0
539,NR_028508.1,11,0,0
540,NR_028509.1,20,1,0
541,NR_132312.1,11,1,0
542,NR_015342.2,10,1,0
543,NR_132313.1,10,1,0
544,NR_132312.1,11,1,0
545,NR_015342.2,10,1,0
546,NR_132313.1,10,1,0
547,NR_132312.1,11,1,0
548,NR_015342.2,10,1,0
549,NR_132313.1,10,1,0
550,NR_132312.1,11,1,0
551,NR_015342.2,10,1,0
552,NR_132313.1,10,1,0
553,NR_132312.1,11,1,0
554,NR_015342.2,10,1,0
555,NR_132313.1,10,1,0
556,NR_132312.1,11,1,0
557,NR_015342.2,10,1,0
558,NR_132313.1,10,1,0
559,NR_132312.1,11,1,0
560,NR_015342.2,10,1,0
561,NR_132313.1,10,1,0
562,NR_132312.1,11,1,0
563,NR_015342.2,10,1,0
564,NR_132313.1,10,1,0
565,NR_132312.1,11,1,0
566,NR_015342.2,10,1,0
567,NR_132313.1,10,1,0
568,NR_132312.1,11,1,0
569,NR_015342.2,10,1,0
570,NR_132313.1,10,1,0
571,NR_132312.1,11,1,0
572,NR_015342.2,10,1,0
573,NR_132313.1,10,1,0
574,NR_132312.1,11,1,0
575,NR_015342.2,10,1,0
576,NR_132313.1,10,1,0
577,NR_132312.1,11,1,0
578,NR_015342.2,10,1,0
579,NR_132313.1,10,1,0
580,NR_132312.1,11,1,0
581,NR_015342.2,10,1,0
582,NR_132313.1,10,1,0
583,NR_132312.1,11,1,0
584,NR_015342.2,10,1,0
585,NR_132313.1,10,1,0
586,NR_132312.1,11,1,0
587,NR_015342.2,10,1,0
588,NR_132313.1,10,1,0
589,NR_132312.1,11,1,0
590,NR_015342.2,10,1,0
591,NR_132313.1,10,1,0
592,NR_132312.1,11,1,0
593,NR_015342.2,10,1,0
594,NR_132313.1,10,1,0
595,NR_132312.1,11,1,0
596,NR_015342.2,10,1,0
597,NR_132313.1,10,1,0
598,NR_046325.1,2021,2021,0
599,NR_046326.1,03,01,0
600,NR_121566.2,15,1,0
601,NR_121567.2,14,1,0
602,NR_121568.2,10,1,0
603,NR_121569.2,14,1,0
604,NR_045262.2,14,0,0
605,NR_045262.2,14,0,0
606,NR_045262.2,14,0,0
607,NR_045262.2,14,0,0
608,NR_045262.2,14,0,0
609,NR_045262.2,14,0,0
610,NR_045262.2,14,0,0
611,NR_045262.2,14,0,0
612,NR_045262.2,14,0,0
613,NR_109832.1,7,0,0
614,NR_024259.1,7,1,0
615,NR_040109.2,18,0,0
616,NR_136334.1,15,0,0
617,NR_126437.1,2021,0,0
618,NR_126438.1,07,0,0
619,NR_126437.1,2021,0,0
620,NR_126438.1,07,0,0
621,NR_126437.1,2021,0,0
622,NR_126438.1,07,0,0
623,NR_132312.1,11,1,0
624,NR_015342.2,10,1,0
625,NR_132313.1,10,1,0
626,NR_110138.1,25,0,0
627,NR_121566.2,15,1,0
628,NR_121567.2,14,1,0
629,NR_121568.2,10,1,0
630,NR_121569.2,14,1,0
631,NR_002769.1,2021,0,0
632,NR_152587.1,07,0,0
633,NR_109804.1,23,2,0
634,NR_024281.1,23,2,0
635,NR_024281.1,60,1,0
636,NR_037897.1,60,1,0
637,NR_037897.1,30,0,0
638,NR_104319.1,3,0,0
639,NR_104319.1,6,0,0
640,NR_104319.1,18,2,0
641,NR_104319.1,13,1,0
642,NR_104319.1,13,1,0
643,NR_003098.2,13,1,0
644,NR_003098.2,13,1,0
645,NR_003098.2,13,1,0
646,NR_003239.1,13,1,0
647,NR_024127.2,5,0,0
648,NR_024127.2,23,2,0
649,NR_146381.1,124,124,124
650,NR_146382.1,1,1,1
651,NR_024127.2,23,2,0
652,NR_146381.1,124,124,124
653,NR_146382.1,1,1,1
654,NR_146177.1,25,2,0
655,NR_003697.2,25,2,0
656,NR_015366.5,4,1,0
657,NR_027241.3,3,1,0
658,NR_152753.1,1,1,0
659,NR_152754.1,5,1,0
660,NR_152755.1,5,1,0
661,NR_152756.1,3,1,0
662,NR_152757.1,4,1,0
663,NR_027058.1,4,1,0
664,NR_036473.1,4,1,0
665,NR_002909.2,3,1,0
666,NR_003141.3,4,1,0
667,NR_036536.1,3,1,0
668,NR_003038.2,4,1,0
669,NR_003038.2,5,0,0
670,NR_002599.2,5,0,0
671,NR_152598.1,9,0,0
672,NR_152599.1,9,0,0
673,NR_152600.1,4,0,0
674,NR_003672.2,5,0,0
675,NR_024542.1,9,0,0
676,NR_024543.1,9,0,0
677,NR_003672.2,10,2,0
678,NR_003672.2,8,0,0
679,NR_024542.1,13,0,0
680,NR_024543.1,9,0,0
681,NR_038263.1,8,0,0
682,NR_131221.1,8,0,0
683,NR_027064.3,175,1,0
684,NR_027157.1,8,0,0
685,NR_109964.1,12,0,0
686,NR_038272.1,17,1,0
687,NR_038272.1,18,0,0
688,NR_038271.1,16,0,0
689,NR_109828.1,2021,0,0
690,NR_110492.1,2,0,0
691,NR_110492.1,2,0,0
692,NR_110492.1,4,0,0
693,NR_110493.1,5,0,0
694,NR_002323.2,3,0,0
695,NR_152867.1,5,0,0
696,NR_110492.1,23,5,0
697,NR_110493.1,10,3,0
698,NR_002323.2,9,3,0
699,NR_110492.1,23,5,0
700,NR_110493.1,10,3,0
701,NR_002323.2,9,3,0
702,NR_110492.1,23,5,0
703,NR_110493.1,10,3,0
704,NR_002323.2,9,3,0
705,NR_110492.1,5,0,0
706,NR_110492.1,5,0,0
707,NR_110492.1,30,10,0
708,NR_110492.1,17,1,0
709,NR_110492.1,9,1,0
710,NR_015379.3,9,1,0
711,NR_015379.3,32,0,0
712,NR_015379.3,32,0,0
713,NR_015379.3,5,0,0
714,NR_015379.3,31,4,0
715,NR_015379.3,31,4,0
716,NR_015379.3,31,4,0
717,NR_038453.1,31,4,0
718,NR_036480.1,31,4,0
719,NR_001564.2,31,4,0
720,NR_001564.2,31,4,0
721,NR_125841.1,31,4,0
722,NR_125841.1,31,4,0
723,NR_131213,31,4,0
724,NR_131213,31,4,0
725,NR_131214.1,10,0,0
726,NR_131214.1,10,0,0
727,NR_131215.1,10,0,0
728,NR_131215.1,10,0,0
729,NR_024284.1,10,0,0
730,NR_024284.1,10,0,0
731,NR_003604.3,10,0,0
